Cluster,Lesson,Progress,Score,Phase,Engagement,Action_ID,Action_Name,Q_Value
2,2,0.5,1.0,0,2,10,review_quiz (current),42.03511073321716
2,2,0.5,1.0,0,2,6,view_content (current),38.49325841691322
2,2,0.5,1.0,0,2,8,attempt_quiz (current),45.17717741476364
2,2,0.5,1.0,0,2,12,view_content (future),45.42587345199957
2,2,0.5,1.0,0,2,5,view_assignment (current),44.406546137866876
2,2,0.5,1.0,0,2,11,post_forum (current),45.42699280253754
2,2,0.5,1.0,0,2,1,view_content (past),43.17916791705073
2,2,0.5,1.0,0,2,7,submit_assignment (current),60.28367198243244
2,2,0.5,1.0,0,2,0,view_assignment (past),43.26423368882445
2,2,0.5,1.0,0,2,3,review_quiz (past),46.79675090393949
2,2,0.5,1.0,0,2,2,attempt_quiz (past),47.3110161897665
2,2,0.5,1.0,0,2,4,post_forum (past),44.25576777153359
2,2,0.5,1.0,0,2,14,post_forum (future),43.40863152040343
2,2,0.5,1.0,0,2,13,attempt_quiz (future),51.17398832219561
2,2,0.75,1.0,2,2,9,submit_quiz (current),31.911176032463082
2,2,0.75,1.0,2,2,2,attempt_quiz (past),28.213203687095522
2,2,0.75,1.0,2,2,12,view_content (future),23.14482930068305
2,2,0.75,1.0,2,2,6,view_content (current),28.615444892721996
2,2,0.75,1.0,2,2,14,post_forum (future),14.345400454344443
2,2,0.75,1.0,2,2,10,review_quiz (current),16.594363229356958
2,2,0.75,1.0,2,2,1,view_content (past),21.876761516043956
2,2,0.75,1.0,2,2,7,submit_assignment (current),51.231576197003655
2,2,0.75,1.0,2,2,3,review_quiz (past),28.41212542637931
2,2,0.75,1.0,2,2,5,view_assignment (current),15.590209504340443
2,2,0.75,1.0,2,2,13,attempt_quiz (future),28.353522259899535
2,2,0.75,1.0,2,2,4,post_forum (past),27.834423732051054
2,2,0.75,1.0,2,2,0,view_assignment (past),22.64487347250687
2,2,0.75,1.0,2,2,11,post_forum (current),20.40578619780075
2,2,0.75,1.0,2,2,8,attempt_quiz (current),18.510413578393518
2,3,0.25,0.75,1,2,13,attempt_quiz (future),40.96007372379355
2,3,0.25,0.75,1,2,1,view_content (past),40.50701674591192
2,3,0.25,0.75,1,2,3,review_quiz (past),41.586847483127876
2,3,0.25,0.75,1,2,2,attempt_quiz (past),39.62734918193277
2,3,0.25,0.75,1,2,10,review_quiz (current),39.055828845229286
2,3,0.25,0.75,1,2,0,view_assignment (past),40.20727214664802
2,3,0.25,0.75,1,2,11,post_forum (current),40.65977936268464
2,3,0.25,0.75,1,2,9,submit_quiz (current),44.98679485382593
2,3,0.25,0.75,1,2,5,view_assignment (current),40.7149520439473
2,3,0.25,0.75,1,2,8,attempt_quiz (current),40.77679246029044
2,3,0.25,0.75,1,2,6,view_content (current),38.26606201357863
2,3,0.25,0.75,1,2,12,view_content (future),40.2356438317618
2,3,0.25,0.75,1,2,7,submit_assignment (current),42.649509318741224
2,3,0.25,0.75,1,2,14,post_forum (future),40.22480554427659
2,3,0.25,0.75,1,2,4,post_forum (past),38.70456189940468
2,3,0.5,0.75,1,2,7,submit_assignment (current),34.01761160591872
2,3,0.5,0.75,1,2,12,view_content (future),29.042240699939164
2,3,0.5,0.75,1,2,14,post_forum (future),28.740320208561037
2,3,0.5,0.75,1,2,3,review_quiz (past),29.370566346357773
2,3,0.5,0.75,1,2,1,view_content (past),29.265029819388666
2,3,0.5,0.75,1,2,5,view_assignment (current),27.519192706344104
2,3,0.5,0.75,1,2,13,attempt_quiz (future),27.683856681903784
2,3,0.5,0.75,1,2,9,submit_quiz (current),36.4995242647765
2,3,0.5,0.75,1,2,4,post_forum (past),29.969957184272367
2,3,0.5,0.75,1,2,2,attempt_quiz (past),29.12916346742304
2,3,0.5,0.75,1,2,8,attempt_quiz (current),27.741835905695268
2,3,0.5,0.75,1,2,10,review_quiz (current),32.493332706169866
2,3,0.5,0.75,1,2,6,view_content (current),30.250349229233855
2,3,0.5,0.75,1,2,11,post_forum (current),29.964872329131328
2,3,0.5,0.75,1,2,0,view_assignment (past),29.24097069540879
2,0,0.5,1.0,0,0,6,view_content (current),65.98320490548879
2,0,0.5,1.0,0,0,1,view_content (past),67.40251944571001
2,0,0.5,1.0,0,0,10,review_quiz (current),75.28941774525559
2,0,0.5,1.0,0,0,4,post_forum (past),74.57473349619944
2,0,0.5,1.0,0,0,12,view_content (future),61.573069285137976
2,0,0.5,1.0,0,0,11,post_forum (current),71.01445970139815
2,0,0.5,1.0,0,0,8,attempt_quiz (current),70.93282023946333
2,0,0.5,1.0,0,0,3,review_quiz (past),70.93225051911473
2,0,0.5,1.0,0,0,14,post_forum (future),72.02245721278196
2,0,0.5,1.0,0,0,0,view_assignment (past),70.74009114429028
2,0,0.5,1.0,0,0,7,submit_assignment (current),78.72202519570945
2,0,0.5,1.0,0,0,2,attempt_quiz (past),70.5129426206754
2,0,0.5,1.0,0,0,13,attempt_quiz (future),66.55738115027586
2,0,0.5,1.0,0,0,5,view_assignment (current),65.56034412121735
2,0,0.5,1.0,0,0,9,submit_quiz (current),82.2630105592529
2,0,0.75,1.0,0,0,12,view_content (future),15.581435809756893
2,0,0.75,1.0,0,0,8,attempt_quiz (current),14.128298922969519
2,0,0.75,1.0,0,0,5,view_assignment (current),3.0030101132038203
2,0,0.75,1.0,0,0,0,view_assignment (past),22.33105590235152
2,0,0.75,1.0,0,0,6,view_content (current),6.852502045154362
2,0,0.75,1.0,0,0,10,review_quiz (current),5.636458358910769
2,0,0.75,1.0,0,0,1,view_content (past),5.293346520082448
2,0,0.75,1.0,0,0,4,post_forum (past),19.76157076741748
2,0,0.75,1.0,0,0,2,attempt_quiz (past),27.981904159909885
2,0,0.75,1.0,0,0,11,post_forum (current),5.893380239415283
2,0,0.75,1.0,0,0,13,attempt_quiz (future),3.675136364186947
2,0,0.75,1.0,0,0,14,post_forum (future),8.43945797605842
2,0,0.75,1.0,0,0,7,submit_assignment (current),45.895274183617296
2,0,0.75,1.0,0,0,9,submit_quiz (current),16.03023675965948
2,0,0.75,1.0,0,0,3,review_quiz (past),7.324741150818127
2,0,0.75,1.0,0,1,0,view_assignment (past),62.17811050334239
2,0,0.75,1.0,0,1,2,attempt_quiz (past),73.65567638116678
2,0,0.75,1.0,0,1,11,post_forum (current),65.24611946293301
2,0,0.75,1.0,0,1,6,view_content (current),69.3997001376335
2,0,0.75,1.0,0,1,4,post_forum (past),58.102500744619405
2,0,0.75,1.0,0,1,12,view_content (future),68.50978570281926
2,0,0.75,1.0,0,1,9,submit_quiz (current),62.85650529369576
2,0,0.75,1.0,0,1,8,attempt_quiz (current),65.05204725811362
2,0,0.75,1.0,0,1,1,view_content (past),64.95303270175665
2,0,0.75,1.0,0,1,3,review_quiz (past),63.96205769732178
2,0,0.75,1.0,0,1,7,submit_assignment (current),81.44773836191068
2,0,0.75,1.0,0,1,10,review_quiz (current),62.73007199111322
2,0,0.75,1.0,0,1,5,view_assignment (current),62.80959444489254
2,0,0.75,1.0,0,1,14,post_forum (future),64.24840771172838
2,0,0.75,1.0,0,1,13,attempt_quiz (future),71.8881217517416
2,0,1.0,1.0,0,1,3,review_quiz (past),15.544767220725003
2,0,1.0,1.0,0,1,10,review_quiz (current),47.21670382272203
2,0,1.0,1.0,0,1,5,view_assignment (current),41.54509000297752
2,0,1.0,1.0,0,1,13,attempt_quiz (future),44.97649289226621
2,0,1.0,1.0,0,1,8,attempt_quiz (current),37.4790083130219
2,0,1.0,1.0,0,1,1,view_content (past),26.301497613997824
2,0,1.0,1.0,0,1,6,view_content (current),25.990028867008945
2,0,1.0,1.0,0,1,9,submit_quiz (current),36.89686587103965
2,0,1.0,1.0,0,1,7,submit_assignment (current),81.57004606455325
2,0,1.0,1.0,0,1,4,post_forum (past),22.533065400251175
2,0,1.0,1.0,0,1,12,view_content (future),36.51328965542987
2,0,1.0,1.0,0,1,2,attempt_quiz (past),49.75924530933206
2,0,1.0,1.0,0,1,11,post_forum (current),29.421644792597853
2,0,1.0,1.0,0,1,14,post_forum (future),34.83945498366548
2,0,1.0,1.0,0,1,0,view_assignment (past),34.07680727120371
2,1,0.25,1.0,0,1,1,view_content (past),5.983027102192554
2,1,0.25,1.0,0,1,3,review_quiz (past),10.552471991169114
2,1,0.25,1.0,0,1,6,view_content (current),4.186000740840764
2,1,0.25,1.0,0,1,13,attempt_quiz (future),14.518903724799411
2,1,0.25,1.0,0,1,2,attempt_quiz (past),6.354395815778582
2,1,0.25,1.0,0,1,12,view_content (future),16.342031865849204
2,1,0.25,1.0,0,1,4,post_forum (past),7.2887036850563405
2,1,0.25,1.0,0,1,14,post_forum (future),1.2949370925389883
2,1,0.25,1.0,0,1,9,submit_quiz (current),13.687289210188787
2,1,0.25,1.0,0,1,11,post_forum (current),8.463213775728596
2,1,0.25,1.0,0,1,0,view_assignment (past),2.5077558341277544
2,1,0.25,1.0,0,1,8,attempt_quiz (current),40.94072939289442
2,1,0.25,1.0,0,1,10,review_quiz (current),8.294535766489346
2,1,0.25,1.0,0,1,5,view_assignment (current),10.624029773798107
2,1,0.25,1.0,0,1,7,submit_assignment (current),2.4248052060111
2,1,0.25,1.0,0,2,0,view_assignment (past),61.7617202142326
2,1,0.25,1.0,0,2,1,view_content (past),62.61405099225276
2,1,0.25,1.0,0,2,9,submit_quiz (current),80.77515154436382
2,1,0.25,1.0,0,2,8,attempt_quiz (current),72.23318132148445
2,1,0.25,1.0,0,2,2,attempt_quiz (past),71.58259349963365
2,1,0.25,1.0,0,2,13,attempt_quiz (future),71.54228959628908
2,1,0.25,1.0,0,2,4,post_forum (past),58.53641043235149
2,1,0.25,1.0,0,2,6,view_content (current),63.30478130797458
2,1,0.25,1.0,0,2,12,view_content (future),63.57725739127633
2,1,0.25,1.0,0,2,5,view_assignment (current),60.716044370671035
2,1,0.25,1.0,0,2,11,post_forum (current),66.54140561442458
2,1,0.25,1.0,0,2,3,review_quiz (past),54.191672910129256
2,1,0.25,1.0,0,2,14,post_forum (future),66.27414478702468
2,1,0.25,1.0,0,2,10,review_quiz (current),60.471195385407505
2,1,0.25,1.0,0,2,7,submit_assignment (current),74.83766089520964
2,1,0.5,1.0,0,2,10,review_quiz (current),59.1479380382869
2,1,0.5,1.0,0,2,6,view_content (current),50.19457719534463
2,1,0.5,1.0,0,2,4,post_forum (past),52.32994010374273
2,1,0.5,1.0,0,2,12,view_content (future),58.07678736214939
2,1,0.5,1.0,0,2,3,review_quiz (past),54.620408347197866
2,1,0.5,1.0,0,2,2,attempt_quiz (past),51.12994677704534
2,1,0.5,1.0,0,2,9,submit_quiz (current),77.66711651444572
2,1,0.5,1.0,0,2,5,view_assignment (current),54.67485481480736
2,1,0.5,1.0,0,2,14,post_forum (future),51.940232723368105
2,1,0.5,1.0,0,2,7,submit_assignment (current),62.85464779542542
2,1,0.5,1.0,0,2,11,post_forum (current),56.535431077023986
2,1,0.5,1.0,0,2,8,attempt_quiz (current),58.39458871856704
2,1,0.5,1.0,0,2,13,attempt_quiz (future),56.499143126784155
2,1,0.5,1.0,0,2,0,view_assignment (past),52.37978328336855
2,1,0.5,1.0,0,2,1,view_content (past),57.11263355816527
2,1,0.5,1.0,0,1,10,review_quiz (current),0.05
2,1,0.5,1.0,0,1,1,view_content (past),0.518158153022828
2,1,0.5,1.0,0,1,6,view_content (current),0.05
2,1,0.75,1.0,0,2,1,view_content (past),52.282581412935066
2,1,0.75,1.0,0,2,4,post_forum (past),50.997060811433585
2,1,0.75,1.0,0,2,7,submit_assignment (current),59.076614689301046
2,1,0.75,1.0,0,2,11,post_forum (current),53.61393279965968
2,1,0.75,1.0,0,2,3,review_quiz (past),52.339492546494185
2,1,0.75,1.0,0,2,10,review_quiz (current),54.08638096164058
2,1,0.75,1.0,0,2,5,view_assignment (current),45.130119456512595
2,1,0.75,1.0,0,2,9,submit_quiz (current),73.72779255211668
2,1,0.75,1.0,0,2,12,view_content (future),51.66602594487983
2,1,0.75,1.0,0,2,6,view_content (current),51.89268573970176
2,1,0.75,1.0,0,2,0,view_assignment (past),57.19358179005995
2,1,0.75,1.0,0,2,13,attempt_quiz (future),43.04206640389525
2,1,0.75,1.0,0,2,14,post_forum (future),48.1441120846196
2,1,0.75,1.0,0,2,8,attempt_quiz (current),55.741919971844034
2,1,0.75,1.0,0,2,2,attempt_quiz (past),60.56920876983605
2,1,0.75,1.0,2,2,7,submit_assignment (current),71.37953017920789
2,1,0.75,1.0,2,2,0,view_assignment (past),25.714542048307766
2,1,0.75,1.0,2,2,8,attempt_quiz (current),46.58180745587929
2,1,0.75,1.0,2,2,11,post_forum (current),38.76291305275429
2,1,0.75,1.0,2,2,5,view_assignment (current),22.694065899833383
2,1,0.75,1.0,2,2,13,attempt_quiz (future),31.097592896888557
2,1,0.75,1.0,2,2,4,post_forum (past),32.82427068513534
2,1,0.75,1.0,2,2,14,post_forum (future),33.6117690247742
2,1,0.75,1.0,2,2,3,review_quiz (past),30.42881956010409
2,1,0.75,1.0,2,2,12,view_content (future),23.915534041998264
2,1,0.75,1.0,2,2,1,view_content (past),27.207646124557314
2,1,0.75,1.0,2,2,10,review_quiz (current),27.232061808293697
2,1,0.75,1.0,2,2,2,attempt_quiz (past),34.03779698285713
2,1,0.75,1.0,2,2,6,view_content (current),34.073642200184445
2,1,0.75,1.0,2,2,9,submit_quiz (current),35.298505748683894
2,1,1.0,0.75,1,2,8,attempt_quiz (current),68.41678318323662
2,1,1.0,0.75,1,2,9,submit_quiz (current),72.59179236816549
2,1,1.0,0.75,1,2,12,view_content (future),65.2011834763633
2,1,1.0,0.75,1,2,5,view_assignment (current),67.31691270205924
2,1,1.0,0.75,1,2,6,view_content (current),67.04395127669765
2,1,1.0,0.75,1,2,2,attempt_quiz (past),67.6225663441124
2,1,1.0,0.75,1,2,0,view_assignment (past),68.08347928233496
2,1,1.0,0.75,1,2,4,post_forum (past),66.5416393350388
2,1,1.0,0.75,1,2,7,submit_assignment (current),70.64347756087551
2,1,1.0,0.75,1,2,13,attempt_quiz (future),68.08501966027639
2,1,1.0,0.75,1,2,11,post_forum (current),66.93841575895632
2,1,1.0,0.75,1,2,14,post_forum (future),68.18533031185628
2,1,1.0,0.75,1,2,10,review_quiz (current),69.22238257242648
2,1,1.0,0.75,1,2,1,view_content (past),66.91386150930335
2,1,1.0,0.75,1,2,3,review_quiz (past),68.59664344623104
2,2,0.75,0.75,0,2,3,review_quiz (past),48.3825338930795
2,2,0.75,0.75,0,2,12,view_content (future),47.363826273641905
2,2,0.75,0.75,0,2,1,view_content (past),49.61960034079051
2,2,0.75,0.75,0,2,13,attempt_quiz (future),49.36891541873398
2,2,0.75,0.75,0,2,14,post_forum (future),48.554547653953094
2,2,0.75,0.75,0,2,2,attempt_quiz (past),49.51932908414333
2,2,0.75,0.75,0,2,6,view_content (current),49.69203386222812
2,2,0.75,0.75,0,2,9,submit_quiz (current),51.13870424323282
2,2,0.75,0.75,0,2,11,post_forum (current),47.440795736155515
2,2,0.75,0.75,0,2,0,view_assignment (past),50.03249820642426
2,2,0.75,0.75,0,2,8,attempt_quiz (current),49.00855634773611
2,2,0.75,0.75,0,2,5,view_assignment (current),48.80299159036005
2,2,0.75,0.75,0,2,4,post_forum (past),50.797388252706874
2,2,0.75,0.75,0,2,7,submit_assignment (current),56.23292815211656
2,2,0.75,0.75,0,2,10,review_quiz (current),49.34869641827895
2,2,0.75,0.75,2,2,11,post_forum (current),42.28270025539769
2,2,0.75,0.75,2,2,9,submit_quiz (current),41.64062657196304
2,2,0.75,0.75,2,2,5,view_assignment (current),37.58102458997686
2,2,0.75,0.75,2,2,7,submit_assignment (current),52.00945227950042
2,2,0.75,0.75,2,2,13,attempt_quiz (future),40.77335814673104
2,2,0.75,0.75,2,2,10,review_quiz (current),41.02085662257688
2,2,0.75,0.75,2,2,8,attempt_quiz (current),37.25283862539898
2,2,0.75,0.75,2,2,12,view_content (future),38.55556254814079
2,2,0.75,0.75,2,2,1,view_content (past),43.342285390385456
2,2,0.75,0.75,2,2,14,post_forum (future),43.68469423724832
2,2,0.75,0.75,2,2,4,post_forum (past),41.928389304379124
2,2,0.75,0.75,2,2,2,attempt_quiz (past),40.341729397425794
2,2,0.75,0.75,2,2,6,view_content (current),37.089129140714604
2,2,0.75,0.75,2,2,3,review_quiz (past),43.330532719264404
2,2,0.75,0.75,2,2,0,view_assignment (past),38.86328314463209
2,3,0.5,1.0,0,2,11,post_forum (current),22.746244816667932
2,3,0.5,1.0,0,2,4,post_forum (past),22.363182187296047
2,3,0.5,1.0,0,2,13,attempt_quiz (future),20.67750168020001
2,3,0.5,1.0,0,2,6,view_content (current),21.585378700431022
2,3,0.5,1.0,0,2,9,submit_quiz (current),25.825682471158036
2,3,0.5,1.0,0,2,0,view_assignment (past),24.040975731048746
2,3,0.5,1.0,0,2,10,review_quiz (current),26.742882285056456
2,3,0.5,1.0,0,2,8,attempt_quiz (current),21.56232032019467
2,3,0.5,1.0,0,2,14,post_forum (future),23.348544704227287
2,3,0.5,1.0,0,2,5,view_assignment (current),18.40017105182278
2,3,0.5,1.0,0,2,3,review_quiz (past),23.582476531778113
2,3,0.5,1.0,0,2,12,view_content (future),24.150711360113046
2,3,0.5,1.0,0,2,7,submit_assignment (current),34.327271984765076
2,3,0.5,1.0,0,2,1,view_content (past),18.110467372941862
2,3,0.5,1.0,0,2,2,attempt_quiz (past),20.611233636670217
2,0,0.75,0.75,0,1,12,view_content (future),57.81412064846875
2,0,0.75,0.75,0,1,3,review_quiz (past),51.22390374953379
2,0,0.75,0.75,0,1,2,attempt_quiz (past),53.41727643447711
2,0,0.75,0.75,0,1,6,view_content (current),60.150832420813565
2,0,0.75,0.75,0,1,11,post_forum (current),57.38718487450556
2,0,0.75,0.75,0,1,0,view_assignment (past),61.22558190918678
2,0,0.75,0.75,0,1,14,post_forum (future),40.150205335799974
2,0,0.75,0.75,0,1,8,attempt_quiz (current),55.04977645938028
2,0,0.75,0.75,0,1,7,submit_assignment (current),84.34983673237343
2,0,0.75,0.75,0,1,10,review_quiz (current),60.08941216588617
2,0,0.75,0.75,0,1,5,view_assignment (current),60.84966397025488
2,0,0.75,0.75,0,1,9,submit_quiz (current),56.57054292607001
2,0,0.75,0.75,0,1,4,post_forum (past),56.037433125637406
2,0,0.75,0.75,0,1,1,view_content (past),53.87924492039174
2,0,0.75,0.75,0,1,13,attempt_quiz (future),64.73313764363236
2,0,1.0,0.75,0,1,4,post_forum (past),27.268687077948996
2,0,1.0,0.75,0,1,7,submit_assignment (current),21.94763422592819
2,0,1.0,0.75,0,1,1,view_content (past),13.704658111457599
2,0,1.0,0.75,0,1,0,view_assignment (past),14.505914834889456
2,0,1.0,0.75,0,1,6,view_content (current),24.807978474854853
2,0,1.0,0.75,0,1,12,view_content (future),30.059796143444427
2,0,1.0,0.75,0,1,10,review_quiz (current),3.262681793477749
2,0,1.0,0.75,0,1,2,attempt_quiz (past),13.16365055839726
2,0,1.0,0.75,0,1,5,view_assignment (current),10.675470812771383
2,0,1.0,0.75,0,1,13,attempt_quiz (future),70.5980867535688
2,0,1.0,0.75,0,1,8,attempt_quiz (current),26.37406837262633
2,0,1.0,0.75,0,1,3,review_quiz (past),16.136386053892338
2,0,1.0,0.75,0,1,11,post_forum (current),28.259830594997425
2,0,1.0,0.75,0,1,9,submit_quiz (current),37.44532922809623
2,0,1.0,0.75,0,1,14,post_forum (future),13.97289603795427
2,1,0.25,0.75,0,2,14,post_forum (future),75.75609752108792
2,1,0.25,0.75,0,2,12,view_content (future),75.46905023301389
2,1,0.25,0.75,0,2,2,attempt_quiz (past),77.46166791992445
2,1,0.25,0.75,0,2,0,view_assignment (past),73.86934806924252
2,1,0.25,0.75,0,2,6,view_content (current),75.02060107559099
2,1,0.25,0.75,0,2,11,post_forum (current),74.68488216681237
2,1,0.25,0.75,0,2,1,view_content (past),75.22804429005745
2,1,0.25,0.75,0,2,13,attempt_quiz (future),76.51066208923751
2,1,0.25,0.75,0,2,9,submit_quiz (current),83.70972020572205
2,1,0.25,0.75,0,2,10,review_quiz (current),74.80805864124514
2,1,0.25,0.75,0,2,5,view_assignment (current),75.11041958317259
2,1,0.25,0.75,0,2,4,post_forum (past),75.38513134937894
2,1,0.25,0.75,0,2,7,submit_assignment (current),79.42601315337897
2,1,0.25,0.75,0,2,3,review_quiz (past),73.85412596058222
2,1,0.25,0.75,0,2,8,attempt_quiz (current),74.42590869474503
2,2,0.75,1.0,0,2,7,submit_assignment (current),42.25324828575309
2,2,0.75,1.0,0,2,5,view_assignment (current),37.3831078734292
2,2,0.75,1.0,0,2,3,review_quiz (past),36.09050119303351
2,2,0.75,1.0,0,2,14,post_forum (future),40.07361089745329
2,2,0.75,1.0,0,2,13,attempt_quiz (future),37.88588430847502
2,2,0.75,1.0,0,2,1,view_content (past),29.963842845463745
2,2,0.75,1.0,0,2,2,attempt_quiz (past),35.56772098463928
2,2,0.75,1.0,0,2,6,view_content (current),32.07749553626744
2,2,0.75,1.0,0,2,8,attempt_quiz (current),34.375036179389845
2,2,0.75,1.0,0,2,0,view_assignment (past),28.27640108713473
2,2,0.75,1.0,0,2,12,view_content (future),28.59918592762464
2,2,0.75,1.0,0,2,4,post_forum (past),33.58252558640245
2,2,0.75,1.0,0,2,9,submit_quiz (current),53.09579722766109
2,2,0.75,1.0,0,2,11,post_forum (current),35.530500142712626
2,2,0.75,1.0,0,2,10,review_quiz (current),32.05871578169505
2,2,0.75,1.0,1,2,6,view_content (current),47.10147387777943
2,2,0.75,1.0,1,2,7,submit_assignment (current),55.08652268231717
2,2,0.75,1.0,1,2,13,attempt_quiz (future),46.03237141608945
2,2,0.75,1.0,1,2,8,attempt_quiz (current),49.20856895433223
2,2,0.75,1.0,1,2,11,post_forum (current),43.15317934561584
2,2,0.75,1.0,1,2,2,attempt_quiz (past),49.74768672961858
2,2,0.75,1.0,1,2,3,review_quiz (past),48.46367893076116
2,2,0.75,1.0,1,2,10,review_quiz (current),49.38475424086827
2,2,0.75,1.0,1,2,1,view_content (past),41.347651479361836
2,2,0.75,1.0,1,2,12,view_content (future),46.64830386486747
2,2,0.75,1.0,1,2,5,view_assignment (current),40.29335167574224
2,2,0.75,1.0,1,2,4,post_forum (past),42.53166225827579
2,2,0.75,1.0,1,2,0,view_assignment (past),41.509369060924485
2,2,0.75,1.0,1,2,9,submit_quiz (current),50.49967150084166
2,2,0.75,1.0,1,2,14,post_forum (future),43.961752732514974
2,2,1.0,1.0,1,2,11,post_forum (current),42.245563494718716
2,2,1.0,1.0,1,2,6,view_content (current),37.23371693790533
2,2,1.0,1.0,1,2,8,attempt_quiz (current),38.7309645753378
2,2,1.0,1.0,1,2,3,review_quiz (past),41.9527022448518
2,2,1.0,1.0,1,2,2,attempt_quiz (past),36.16106395902579
2,2,1.0,1.0,1,2,9,submit_quiz (current),45.52078791472387
2,2,1.0,1.0,1,2,5,view_assignment (current),42.03068250143996
2,2,1.0,1.0,1,2,4,post_forum (past),40.41488422922677
2,2,1.0,1.0,1,2,12,view_content (future),39.868096302784245
2,2,1.0,1.0,1,2,13,attempt_quiz (future),41.43002207023097
2,2,1.0,1.0,1,2,7,submit_assignment (current),48.898330422199976
2,2,1.0,1.0,1,2,14,post_forum (future),39.22462725118579
2,2,1.0,1.0,1,2,0,view_assignment (past),40.448135368982065
2,2,1.0,1.0,1,2,1,view_content (past),35.083223381016765
2,2,1.0,1.0,1,2,10,review_quiz (current),40.78747426287376
2,3,0.25,1.0,0,2,0,view_assignment (past),31.081613491319615
2,3,0.25,1.0,0,2,10,review_quiz (current),30.27753424783955
2,3,0.25,1.0,0,2,12,view_content (future),32.46793726531102
2,3,0.25,1.0,0,2,5,view_assignment (current),30.500664585983905
2,3,0.25,1.0,0,2,11,post_forum (current),27.27696660722912
2,3,0.25,1.0,0,2,13,attempt_quiz (future),31.312035180033213
2,3,0.25,1.0,0,2,14,post_forum (future),28.207247990192876
2,3,0.25,1.0,0,2,2,attempt_quiz (past),33.7554969145313
2,3,0.25,1.0,0,2,6,view_content (current),31.554871906560418
2,3,0.25,1.0,0,2,4,post_forum (past),32.200294449157376
2,3,0.25,1.0,0,2,9,submit_quiz (current),42.21784365088105
2,3,0.25,1.0,0,2,3,review_quiz (past),30.593347183880685
2,3,0.25,1.0,0,2,8,attempt_quiz (current),33.63270436789914
2,3,0.25,1.0,0,2,7,submit_assignment (current),31.83855024795123
2,3,0.25,1.0,0,2,1,view_content (past),28.391661393492495
2,0,0.5,1.0,0,1,3,review_quiz (past),69.18564994626988
2,0,0.5,1.0,0,1,6,view_content (current),64.01962701612169
2,0,0.5,1.0,0,1,1,view_content (past),53.01893866341945
2,0,0.5,1.0,0,1,13,attempt_quiz (future),57.32019306689446
2,0,0.5,1.0,0,1,12,view_content (future),61.593990043913536
2,0,0.5,1.0,0,1,11,post_forum (current),59.82746295482987
2,0,0.5,1.0,0,1,5,view_assignment (current),62.4594988097377
2,0,0.5,1.0,0,1,14,post_forum (future),65.23062729872393
2,0,0.5,1.0,0,1,0,view_assignment (past),62.58131457061245
2,0,0.5,1.0,0,1,8,attempt_quiz (current),64.63004447846082
2,0,0.5,1.0,0,1,10,review_quiz (current),66.8597358146043
2,0,0.5,1.0,0,1,2,attempt_quiz (past),70.57829293111354
2,0,0.5,1.0,0,1,4,post_forum (past),64.62778169343882
2,0,0.5,1.0,0,1,7,submit_assignment (current),83.08062916490182
2,0,0.5,1.0,0,1,9,submit_quiz (current),63.36228367784126
2,0,0.75,1.0,2,1,2,attempt_quiz (past),42.33264864487289
2,0,0.75,1.0,2,1,5,view_assignment (current),40.9227476057141
2,0,0.75,1.0,2,1,3,review_quiz (past),33.35264934152123
2,0,0.75,1.0,2,1,6,view_content (current),26.720438131458643
2,0,0.75,1.0,2,1,9,submit_quiz (current),78.71821413056301
2,0,0.75,1.0,2,1,7,submit_assignment (current),44.25681728189282
2,0,0.75,1.0,2,1,12,view_content (future),33.07045500620043
2,0,0.75,1.0,2,1,0,view_assignment (past),25.12246318154428
2,0,0.75,1.0,2,1,10,review_quiz (current),26.57812317275403
2,0,0.75,1.0,2,1,11,post_forum (current),30.7847799523798
2,0,0.75,1.0,2,1,13,attempt_quiz (future),48.553733700881594
2,0,0.75,1.0,2,1,1,view_content (past),23.6660059684619
2,0,0.75,1.0,2,1,8,attempt_quiz (current),35.636490901832715
2,0,0.75,1.0,2,1,14,post_forum (future),15.577848866799048
2,0,0.75,1.0,2,1,4,post_forum (past),32.123383776277606
2,0,1.0,1.0,2,2,3,review_quiz (past),45.866620178526546
2,0,1.0,1.0,2,2,8,attempt_quiz (current),55.778265793031096
2,0,1.0,1.0,2,2,13,attempt_quiz (future),52.3125332474435
2,0,1.0,1.0,2,2,5,view_assignment (current),45.22309375380002
2,0,1.0,1.0,2,2,6,view_content (current),39.620640104533955
2,0,1.0,1.0,2,2,11,post_forum (current),55.2898476909119
2,0,1.0,1.0,2,2,10,review_quiz (current),44.17696120849055
2,0,1.0,1.0,2,2,0,view_assignment (past),32.29752197097419
2,0,1.0,1.0,2,2,9,submit_quiz (current),67.42276838981589
2,0,1.0,1.0,2,2,14,post_forum (future),49.19089463201514
2,0,1.0,1.0,2,2,4,post_forum (past),48.83856182575383
2,0,1.0,1.0,2,2,7,submit_assignment (current),84.73067847459131
2,0,1.0,1.0,2,2,2,attempt_quiz (past),61.31650738296708
2,0,1.0,1.0,2,2,1,view_content (past),51.29176599389176
2,0,1.0,1.0,2,2,12,view_content (future),44.457446188349
2,1,1.0,0.75,0,2,1,view_content (past),62.318869224445145
2,1,1.0,0.75,0,2,6,view_content (current),58.33079865376334
2,1,1.0,0.75,0,2,3,review_quiz (past),65.02413060486252
2,1,1.0,0.75,0,2,0,view_assignment (past),56.02765821238161
