id_x,user_id,courseid,grade_item,itemtype,finalgrade,timemodified,group
853,18,2,bài kiểm tra bài 2 - medium,mod,6.3,0,khá
858,18,2,bài kiểm tra bài 3 - hard,mod,6.4,0,khá
857,18,2,bài kiểm tra bài 3 - medium,mod,7.6,0,khá
862,18,2,Bài kiểm tra bài 4 - hard,mod,7.3,0,khá
861,18,2,Bài kiểm tra bài 4 - medium,mod,7.2,0,khá
866,18,2,Bài kiểm tra bài 5 - hard,mod,6.0,0,khá
865,18,2,Bài kiểm tra bài 5 - medium,mod,6.5,0,khá
870,18,2,Bài kiểm tra bài 6 - hard,mod,6.3,0,khá
869,18,2,Bài kiểm tra bài 6 - medium,mod,7.8,0,khá
844,18,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 10,mod,7.7,0,khá
845,18,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 11,mod,6.4,0,khá
846,18,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 20,mod,7.9,0,khá
847,18,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 200,mod,7.5,0,khá
856,18,2,Trắc nghiệm bài 3 - easy,mod,6.5,0,khá
860,18,2,Trắc nghiệm bài 4 - easy,mod,8.3,0,khá
864,18,2,Trắc nghiệm bài 5 - easy,mod,7.3,0,khá
868,18,2,Trắc nghiệm bài 6 - easy,mod,8.3,0,khá
848,18,2,Video bài giảng bài 1,mod,6.4,0,khá
852,18,2,Video bài giảng bài 2,mod,6.6,0,khá
855,18,2,Video bài giảng bài 3,mod,6.3,0,khá
859,18,2,Video bài giảng bài 4,mod,6.2,0,khá
863,18,2,Video bài giảng bài 5,mod,7.6,0,khá
867,18,2,Video bài giảng bài 6,mod,6.0,0,khá
872,19,2,,course,7.5,0,khá
878,19,2,bài kiểm tra bài 1 - easy,mod,7.9,0,khá
880,19,2,bài kiểm tra bài 1 - hard,mod,6.6,0,khá
879,19,2,bài kiểm tra bài 1 - medium,mod,7.1,0,khá
871,19,2,bài kiểm tra bài 2 - easy,mod,6.6,0,khá
883,19,2,bài kiểm tra bài 2 - hard,mod,5.7,0,khá
882,19,2,bài kiểm tra bài 2 - medium,mod,7.6,0,khá
887,19,2,bài kiểm tra bài 3 - hard,mod,6.5,0,khá
886,19,2,bài kiểm tra bài 3 - medium,mod,6.5,0,khá
891,19,2,Bài kiểm tra bài 4 - hard,mod,6.7,0,khá
890,19,2,Bài kiểm tra bài 4 - medium,mod,6.8,0,khá
895,19,2,Bài kiểm tra bài 5 - hard,mod,7.4,0,khá
894,19,2,Bài kiểm tra bài 5 - medium,mod,7.5,0,khá
899,19,2,Bài kiểm tra bài 6 - hard,mod,6.7,0,khá
898,19,2,Bài kiểm tra bài 6 - medium,mod,7.6,0,khá
873,19,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 10,mod,6.3,0,khá
874,19,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 11,mod,6.3,0,khá
875,19,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 20,mod,6.4,0,khá
876,19,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 200,mod,7.3,0,khá
885,19,2,Trắc nghiệm bài 3 - easy,mod,7.8,0,khá
889,19,2,Trắc nghiệm bài 4 - easy,mod,7.5,0,khá
893,19,2,Trắc nghiệm bài 5 - easy,mod,6.7,0,khá
897,19,2,Trắc nghiệm bài 6 - easy,mod,6.7,0,khá
877,19,2,Video bài giảng bài 1,mod,7.7,0,khá
881,19,2,Video bài giảng bài 2,mod,7.0,0,khá
884,19,2,Video bài giảng bài 3,mod,7.2,0,khá
888,19,2,Video bài giảng bài 4,mod,7.7,0,khá
892,19,2,Video bài giảng bài 5,mod,6.2,0,khá
896,19,2,Video bài giảng bài 6,mod,7.9,0,khá
785,20,2,,course,5.7,0,yếu
784,20,2,bài kiểm tra bài 1 - easy,mod,5.5,0,yếu
792,20,2,bài kiểm tra bài 1 - hard,mod,3.7,0,yếu
791,20,2,bài kiểm tra bài 1 - medium,mod,4.2,0,yếu
794,20,2,bài kiểm tra bài 2 - easy,mod,5.8,0,yếu
796,20,2,bài kiểm tra bài 2 - hard,mod,3.3,0,yếu
795,20,2,bài kiểm tra bài 2 - medium,mod,4.4,0,yếu
800,20,2,bài kiểm tra bài 3 - hard,mod,4.4,0,yếu
799,20,2,bài kiểm tra bài 3 - medium,mod,4.0,0,yếu
804,20,2,Bài kiểm tra bài 4 - hard,mod,4.8,0,yếu
803,20,2,Bài kiểm tra bài 4 - medium,mod,5.3,0,yếu
808,20,2,Bài kiểm tra bài 5 - hard,mod,3.0,0,yếu
807,20,2,Bài kiểm tra bài 5 - medium,mod,3.4,0,yếu
812,20,2,Bài kiểm tra bài 6 - hard,mod,2.9,0,yếu
811,20,2,Bài kiểm tra bài 6 - medium,mod,5.4,0,yếu
786,20,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 10,mod,5.8,0,yếu
787,20,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 11,mod,5.1,0,yếu
788,20,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 20,mod,3.2,0,yếu
789,20,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 200,mod,4.3,0,yếu
798,20,2,Trắc nghiệm bài 3 - easy,mod,5.3,0,yếu
802,20,2,Trắc nghiệm bài 4 - easy,mod,4.2,0,yếu
806,20,2,Trắc nghiệm bài 5 - easy,mod,5.7,0,yếu
810,20,2,Trắc nghiệm bài 6 - easy,mod,4.8,0,yếu
790,20,2,Video bài giảng bài 1,mod,5.5,0,yếu
793,20,2,Video bài giảng bài 2,mod,4.2,0,yếu
797,20,2,Video bài giảng bài 3,mod,5.8,0,yếu
801,20,2,Video bài giảng bài 4,mod,3.2,0,yếu
805,20,2,Video bài giảng bài 5,mod,5.7,0,yếu
809,20,2,Video bài giảng bài 6,mod,4.4,0,yếu
611,21,2,,course,7.6,0,giỏi
617,21,2,bài kiểm tra bài 1 - easy,mod,9.9,0,giỏi
619,21,2,bài kiểm tra bài 1 - hard,mod,8.2,0,giỏi
618,21,2,bài kiểm tra bài 1 - medium,mod,8.3,0,giỏi
621,21,2,bài kiểm tra bài 2 - easy,mod,8.3,0,giỏi
622,21,2,bài kiểm tra bài 2 - hard,mod,9.0,0,giỏi
610,21,2,bài kiểm tra bài 2 - medium,mod,9.4,0,giỏi
626,21,2,bài kiểm tra bài 3 - hard,mod,8.9,0,giỏi
625,21,2,bài kiểm tra bài 3 - medium,mod,7.5,0,giỏi
630,21,2,Bài kiểm tra bài 4 - hard,mod,8.9,0,giỏi
629,21,2,Bài kiểm tra bài 4 - medium,mod,8.9,0,giỏi
634,21,2,Bài kiểm tra bài 5 - hard,mod,8.7,0,giỏi
633,21,2,Bài kiểm tra bài 5 - medium,mod,8.6,0,giỏi
638,21,2,Bài kiểm tra bài 6 - hard,mod,7.4,0,giỏi
637,21,2,Bài kiểm tra bài 6 - medium,mod,8.8,0,giỏi
612,21,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 10,mod,8.4,0,giỏi
613,21,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 11,mod,8.0,0,giỏi
614,21,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 20,mod,9.3,0,giỏi
615,21,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 200,mod,7.7,0,giỏi
624,21,2,Trắc nghiệm bài 3 - easy,mod,9.0,0,giỏi
628,21,2,Trắc nghiệm bài 4 - easy,mod,10.0,0,giỏi
632,21,2,Trắc nghiệm bài 5 - easy,mod,9.3,0,giỏi
636,21,2,Trắc nghiệm bài 6 - easy,mod,8.4,0,giỏi
616,21,2,Video bài giảng bài 1,mod,9.3,0,giỏi
620,21,2,Video bài giảng bài 2,mod,9.2,0,giỏi
623,21,2,Video bài giảng bài 3,mod,7.7,0,giỏi
627,21,2,Video bài giảng bài 4,mod,8.5,0,giỏi
631,21,2,Video bài giảng bài 5,mod,7.5,0,giỏi
635,21,2,Video bài giảng bài 6,mod,8.9,0,giỏi
640,22,2,,course,7.6,0,giỏi
646,22,2,bài kiểm tra bài 1 - easy,mod,8.1,0,giỏi
648,22,2,bài kiểm tra bài 1 - hard,mod,7.0,0,giỏi
647,22,2,bài kiểm tra bài 1 - medium,mod,8.3,0,giỏi
650,22,2,bài kiểm tra bài 2 - easy,mod,8.4,0,giỏi
651,22,2,bài kiểm tra bài 2 - hard,mod,9.1,0,giỏi
639,22,2,bài kiểm tra bài 2 - medium,mod,9.6,0,giỏi
655,22,2,bài kiểm tra bài 3 - hard,mod,9.2,0,giỏi
654,22,2,bài kiểm tra bài 3 - medium,mod,8.1,0,giỏi
659,22,2,Bài kiểm tra bài 4 - hard,mod,8.1,0,giỏi
658,22,2,Bài kiểm tra bài 4 - medium,mod,7.8,0,giỏi
663,22,2,Bài kiểm tra bài 5 - hard,mod,7.2,0,giỏi
662,22,2,Bài kiểm tra bài 5 - medium,mod,9.5,0,giỏi
667,22,2,Bài kiểm tra bài 6 - hard,mod,7.6,0,giỏi
666,22,2,Bài kiểm tra bài 6 - medium,mod,9.3,0,giỏi
641,22,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 10,mod,9.3,0,giỏi
642,22,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 11,mod,8.6,0,giỏi
643,22,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 20,mod,9.8,0,giỏi
644,22,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 200,mod,9.7,0,giỏi
653,22,2,Trắc nghiệm bài 3 - easy,mod,9.8,0,giỏi
657,22,2,Trắc nghiệm bài 4 - easy,mod,8.5,0,giỏi
661,22,2,Trắc nghiệm bài 5 - easy,mod,8.2,0,giỏi
665,22,2,Trắc nghiệm bài 6 - easy,mod,9.7,0,giỏi
645,22,2,Video bài giảng bài 1,mod,7.9,0,giỏi
649,22,2,Video bài giảng bài 2,mod,8.0,0,giỏi
652,22,2,Video bài giảng bài 3,mod,8.1,0,giỏi
656,22,2,Video bài giảng bài 4,mod,9.6,0,giỏi
660,22,2,Video bài giảng bài 5,mod,9.1,0,giỏi
664,22,2,Video bài giảng bài 6,mod,8.2,0,giỏi
756,23,2,,course,7.6,0,khá
762,23,2,bài kiểm tra bài 1 - easy,mod,7.7,0,khá
764,23,2,bài kiểm tra bài 1 - hard,mod,7.1,0,khá
763,23,2,bài kiểm tra bài 1 - medium,mod,7.7,0,khá
755,23,2,bài kiểm tra bài 2 - easy,mod,6.7,0,khá
767,23,2,bài kiểm tra bài 2 - hard,mod,6.4,0,khá
766,23,2,bài kiểm tra bài 2 - medium,mod,6.5,0,khá
771,23,2,bài kiểm tra bài 3 - hard,mod,7.1,0,khá
770,23,2,bài kiểm tra bài 3 - medium,mod,6.9,0,khá
775,23,2,Bài kiểm tra bài 4 - hard,mod,7.4,0,khá
774,23,2,Bài kiểm tra bài 4 - medium,mod,6.4,0,khá
779,23,2,Bài kiểm tra bài 5 - hard,mod,6.9,0,khá
778,23,2,Bài kiểm tra bài 5 - medium,mod,7.0,0,khá
783,23,2,Bài kiểm tra bài 6 - hard,mod,6.8,0,khá
782,23,2,Bài kiểm tra bài 6 - medium,mod,6.2,0,khá
757,23,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 10,mod,6.4,0,khá
758,23,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 11,mod,6.1,0,khá
759,23,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 20,mod,8.0,0,khá
760,23,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 200,mod,6.3,0,khá
769,23,2,Trắc nghiệm bài 3 - easy,mod,7.7,0,khá
773,23,2,Trắc nghiệm bài 4 - easy,mod,7.1,0,khá
777,23,2,Trắc nghiệm bài 5 - easy,mod,7.0,0,khá
781,23,2,Trắc nghiệm bài 6 - easy,mod,6.7,0,khá
761,23,2,Video bài giảng bài 1,mod,6.2,0,khá
765,23,2,Video bài giảng bài 2,mod,6.2,0,khá
768,23,2,Video bài giảng bài 3,mod,7.5,0,khá
772,23,2,Video bài giảng bài 4,mod,7.4,0,khá
776,23,2,Video bài giảng bài 5,mod,7.3,0,khá
780,23,2,Video bài giảng bài 6,mod,7.1,0,khá
466,24,2,,course,8.0,0,giỏi
465,24,2,bài kiểm tra bài 1 - easy,mod,8.9,0,giỏi
473,24,2,bài kiểm tra bài 1 - hard,mod,9.3,0,giỏi
472,24,2,bài kiểm tra bài 1 - medium,mod,9.5,0,giỏi
475,24,2,bài kiểm tra bài 2 - easy,mod,8.8,0,giỏi
477,24,2,bài kiểm tra bài 2 - hard,mod,8.1,0,giỏi
476,24,2,bài kiểm tra bài 2 - medium,mod,9.0,0,giỏi
481,24,2,bài kiểm tra bài 3 - hard,mod,7.5,0,giỏi
480,24,2,bài kiểm tra bài 3 - medium,mod,9.3,0,giỏi
485,24,2,Bài kiểm tra bài 4 - hard,mod,8.2,0,giỏi
484,24,2,Bài kiểm tra bài 4 - medium,mod,9.7,0,giỏi
489,24,2,Bài kiểm tra bài 5 - hard,mod,7.0,0,giỏi
488,24,2,Bài kiểm tra bài 5 - medium,mod,9.7,0,giỏi
493,24,2,Bài kiểm tra bài 6 - hard,mod,8.3,0,giỏi
492,24,2,Bài kiểm tra bài 6 - medium,mod,7.8,0,giỏi
467,24,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 10,mod,9.4,0,giỏi
468,24,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 11,mod,7.7,0,giỏi
469,24,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 20,mod,7.7,0,giỏi
470,24,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 200,mod,9.2,0,giỏi
479,24,2,Trắc nghiệm bài 3 - easy,mod,8.2,0,giỏi
483,24,2,Trắc nghiệm bài 4 - easy,mod,9.9,0,giỏi
487,24,2,Trắc nghiệm bài 5 - easy,mod,8.7,0,giỏi
491,24,2,Trắc nghiệm bài 6 - easy,mod,9.9,0,giỏi
471,24,2,Video bài giảng bài 1,mod,9.7,0,giỏi
474,24,2,Video bài giảng bài 2,mod,9.4,0,giỏi
478,24,2,Video bài giảng bài 3,mod,9.1,0,giỏi
482,24,2,Video bài giảng bài 4,mod,8.1,0,giỏi
486,24,2,Video bài giảng bài 5,mod,8.7,0,giỏi
490,24,2,Video bài giảng bài 6,mod,7.7,0,giỏi
437,25,2,,course,7.3,0,khá
436,25,2,bài kiểm tra bài 1 - easy,mod,7.6,0,khá
444,25,2,bài kiểm tra bài 1 - hard,mod,6.7,0,khá
443,25,2,bài kiểm tra bài 1 - medium,mod,6.6,0,khá
446,25,2,bài kiểm tra bài 2 - easy,mod,6.9,0,khá
448,25,2,bài kiểm tra bài 2 - hard,mod,5.9,0,khá
447,25,2,bài kiểm tra bài 2 - medium,mod,6.7,0,khá
452,25,2,bài kiểm tra bài 3 - hard,mod,7.0,0,khá
451,25,2,bài kiểm tra bài 3 - medium,mod,7.7,0,khá
456,25,2,Bài kiểm tra bài 4 - hard,mod,6.4,0,khá
455,25,2,Bài kiểm tra bài 4 - medium,mod,7.7,0,khá
460,25,2,Bài kiểm tra bài 5 - hard,mod,6.5,0,khá
459,25,2,Bài kiểm tra bài 5 - medium,mod,6.6,0,khá
464,25,2,Bài kiểm tra bài 6 - hard,mod,6.9,0,khá
463,25,2,Bài kiểm tra bài 6 - medium,mod,7.0,0,khá
438,25,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 10,mod,7.9,0,khá
439,25,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 11,mod,6.5,0,khá
440,25,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 20,mod,6.2,0,khá
441,25,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 200,mod,7.4,0,khá
450,25,2,Trắc nghiệm bài 3 - easy,mod,7.5,0,khá
454,25,2,Trắc nghiệm bài 4 - easy,mod,7.8,0,khá
458,25,2,Trắc nghiệm bài 5 - easy,mod,7.7,0,khá
462,25,2,Trắc nghiệm bài 6 - easy,mod,7.8,0,khá
442,25,2,Video bài giảng bài 1,mod,7.8,0,khá
445,25,2,Video bài giảng bài 2,mod,6.5,0,khá
449,25,2,Video bài giảng bài 3,mod,7.2,0,khá
453,25,2,Video bài giảng bài 4,mod,6.4,0,khá
457,25,2,Video bài giảng bài 5,mod,7.0,0,khá
461,25,2,Video bài giảng bài 6,mod,6.9,0,khá
408,26,2,,course,4.9,0,yếu
407,26,2,bài kiểm tra bài 1 - easy,mod,6.5,0,yếu
415,26,2,bài kiểm tra bài 1 - hard,mod,2.6,0,yếu
414,26,2,bài kiểm tra bài 1 - medium,mod,5.1,0,yếu
417,26,2,bài kiểm tra bài 2 - easy,mod,4.6,0,yếu
419,26,2,bài kiểm tra bài 2 - hard,mod,3.4,0,yếu
418,26,2,bài kiểm tra bài 2 - medium,mod,3.9,0,yếu
423,26,2,bài kiểm tra bài 3 - hard,mod,3.8,0,yếu
422,26,2,bài kiểm tra bài 3 - medium,mod,5.9,0,yếu
427,26,2,Bài kiểm tra bài 4 - hard,mod,4.9,0,yếu
426,26,2,Bài kiểm tra bài 4 - medium,mod,4.8,0,yếu
431,26,2,Bài kiểm tra bài 5 - hard,mod,4.1,0,yếu
430,26,2,Bài kiểm tra bài 5 - medium,mod,3.6,0,yếu
435,26,2,Bài kiểm tra bài 6 - hard,mod,3.0,0,yếu
434,26,2,Bài kiểm tra bài 6 - medium,mod,4.1,0,yếu
409,26,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 10,mod,5.7,0,yếu
410,26,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 11,mod,4.0,0,yếu
411,26,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 20,mod,3.9,0,yếu
412,26,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 200,mod,5.8,0,yếu
421,26,2,Trắc nghiệm bài 3 - easy,mod,4.4,0,yếu
425,26,2,Trắc nghiệm bài 4 - easy,mod,5.2,0,yếu
429,26,2,Trắc nghiệm bài 5 - easy,mod,4.8,0,yếu
433,26,2,Trắc nghiệm bài 6 - easy,mod,4.5,0,yếu
413,26,2,Video bài giảng bài 1,mod,5.6,0,yếu
416,26,2,Video bài giảng bài 2,mod,5.0,0,yếu
420,26,2,Video bài giảng bài 3,mod,5.7,0,yếu
424,26,2,Video bài giảng bài 4,mod,4.1,0,yếu
428,26,2,Video bài giảng bài 5,mod,5.2,0,yếu
432,26,2,Video bài giảng bài 6,mod,5.8,0,yếu
495,27,2,,course,8.9,0,giỏi
494,27,2,bài kiểm tra bài 1 - easy,mod,8.4,0,giỏi
502,27,2,bài kiểm tra bài 1 - hard,mod,8.2,0,giỏi
501,27,2,bài kiểm tra bài 1 - medium,mod,7.6,0,giỏi
504,27,2,bài kiểm tra bài 2 - easy,mod,8.2,0,giỏi
506,27,2,bài kiểm tra bài 2 - hard,mod,8.1,0,giỏi
505,27,2,bài kiểm tra bài 2 - medium,mod,9.1,0,giỏi
510,27,2,bài kiểm tra bài 3 - hard,mod,7.2,0,giỏi
509,27,2,bài kiểm tra bài 3 - medium,mod,8.1,0,giỏi
514,27,2,Bài kiểm tra bài 4 - hard,mod,7.5,0,giỏi
513,27,2,Bài kiểm tra bài 4 - medium,mod,9.6,0,giỏi
518,27,2,Bài kiểm tra bài 5 - hard,mod,8.6,0,giỏi
517,27,2,Bài kiểm tra bài 5 - medium,mod,9.7,0,giỏi
522,27,2,Bài kiểm tra bài 6 - hard,mod,7.4,0,giỏi
521,27,2,Bài kiểm tra bài 6 - medium,mod,7.6,0,giỏi
496,27,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 10,mod,9.0,0,giỏi
497,27,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 11,mod,7.7,0,giỏi
498,27,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 20,mod,9.0,0,giỏi
499,27,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 200,mod,9.3,0,giỏi
508,27,2,Trắc nghiệm bài 3 - easy,mod,9.7,0,giỏi
512,27,2,Trắc nghiệm bài 4 - easy,mod,9.4,0,giỏi
516,27,2,Trắc nghiệm bài 5 - easy,mod,9.8,0,giỏi
520,27,2,Trắc nghiệm bài 6 - easy,mod,10.0,0,giỏi
500,27,2,Video bài giảng bài 1,mod,8.7,0,giỏi
503,27,2,Video bài giảng bài 2,mod,7.7,0,giỏi
507,27,2,Video bài giảng bài 3,mod,8.2,0,giỏi
511,27,2,Video bài giảng bài 4,mod,8.0,0,giỏi
515,27,2,Video bài giảng bài 5,mod,9.1,0,giỏi
519,27,2,Video bài giảng bài 6,mod,8.8,0,giỏi
524,28,2,,course,9.6,0,giỏi
523,28,2,bài kiểm tra bài 1 - easy,mod,9.6,0,giỏi
531,28,2,bài kiểm tra bài 1 - hard,mod,8.5,0,giỏi
530,28,2,bài kiểm tra bài 1 - medium,mod,9.8,0,giỏi
533,28,2,bài kiểm tra bài 2 - easy,mod,9.9,0,giỏi
535,28,2,bài kiểm tra bài 2 - hard,mod,8.3,0,giỏi
534,28,2,bài kiểm tra bài 2 - medium,mod,9.4,0,giỏi
539,28,2,bài kiểm tra bài 3 - hard,mod,7.1,0,giỏi
538,28,2,bài kiểm tra bài 3 - medium,mod,8.8,0,giỏi
543,28,2,Bài kiểm tra bài 4 - hard,mod,8.1,0,giỏi
542,28,2,Bài kiểm tra bài 4 - medium,mod,7.6,0,giỏi
547,28,2,Bài kiểm tra bài 5 - hard,mod,7.3,0,giỏi
546,28,2,Bài kiểm tra bài 5 - medium,mod,7.8,0,giỏi
551,28,2,Bài kiểm tra bài 6 - hard,mod,8.9,0,giỏi
550,28,2,Bài kiểm tra bài 6 - medium,mod,9.5,0,giỏi
525,28,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 10,mod,7.9,0,giỏi
526,28,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 11,mod,8.5,0,giỏi
527,28,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 20,mod,9.7,0,giỏi
528,28,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 200,mod,7.5,0,giỏi
537,28,2,Trắc nghiệm bài 3 - easy,mod,8.3,0,giỏi
541,28,2,Trắc nghiệm bài 4 - easy,mod,8.6,0,giỏi
545,28,2,Trắc nghiệm bài 5 - easy,mod,9.8,0,giỏi
549,28,2,Trắc nghiệm bài 6 - easy,mod,9.5,0,giỏi
529,28,2,Video bài giảng bài 1,mod,8.7,0,giỏi
532,28,2,Video bài giảng bài 2,mod,8.0,0,giỏi
536,28,2,Video bài giảng bài 3,mod,9.6,0,giỏi
540,28,2,Video bài giảng bài 4,mod,8.9,0,giỏi
544,28,2,Video bài giảng bài 5,mod,9.3,0,giỏi
548,28,2,Video bài giảng bài 6,mod,8.4,0,giỏi
930,29,2,,course,9.7,0,giỏi
936,29,2,bài kiểm tra bài 1 - easy,mod,8.5,0,giỏi
938,29,2,bài kiểm tra bài 1 - hard,mod,9.0,0,giỏi
937,29,2,bài kiểm tra bài 1 - medium,mod,9.8,0,giỏi
940,29,2,bài kiểm tra bài 2 - easy,mod,9.9,0,giỏi
941,29,2,bài kiểm tra bài 2 - hard,mod,8.6,0,giỏi
929,29,2,bài kiểm tra bài 2 - medium,mod,9.0,0,giỏi
945,29,2,bài kiểm tra bài 3 - hard,mod,7.8,0,giỏi
944,29,2,bài kiểm tra bài 3 - medium,mod,9.3,0,giỏi
949,29,2,Bài kiểm tra bài 4 - hard,mod,8.6,0,giỏi
948,29,2,Bài kiểm tra bài 4 - medium,mod,9.3,0,giỏi
953,29,2,Bài kiểm tra bài 5 - hard,mod,8.1,0,giỏi
952,29,2,Bài kiểm tra bài 5 - medium,mod,8.1,0,giỏi
957,29,2,Bài kiểm tra bài 6 - hard,mod,7.5,0,giỏi
956,29,2,Bài kiểm tra bài 6 - medium,mod,9.3,0,giỏi
931,29,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 10,mod,8.3,0,giỏi
932,29,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 11,mod,9.7,0,giỏi
933,29,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 20,mod,8.8,0,giỏi
934,29,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 200,mod,8.9,0,giỏi
943,29,2,Trắc nghiệm bài 3 - easy,mod,8.6,0,giỏi
947,29,2,Trắc nghiệm bài 4 - easy,mod,9.3,0,giỏi
951,29,2,Trắc nghiệm bài 5 - easy,mod,8.3,0,giỏi
955,29,2,Trắc nghiệm bài 6 - easy,mod,8.8,0,giỏi
935,29,2,Video bài giảng bài 1,mod,9.2,0,giỏi
939,29,2,Video bài giảng bài 2,mod,9.7,0,giỏi
942,29,2,Video bài giảng bài 3,mod,7.9,0,giỏi
946,29,2,Video bài giảng bài 4,mod,8.6,0,giỏi
950,29,2,Video bài giảng bài 5,mod,9.7,0,giỏi
954,29,2,Video bài giảng bài 6,mod,9.2,0,giỏi
1191,30,2,,course,7.0,0,khá
1197,30,2,bài kiểm tra bài 1 - easy,mod,7.2,0,khá
1199,30,2,bài kiểm tra bài 1 - hard,mod,6.5,0,khá
1198,30,2,bài kiểm tra bài 1 - medium,mod,8.0,0,khá
1190,30,2,bài kiểm tra bài 2 - easy,mod,7.0,0,khá
1202,30,2,bài kiểm tra bài 2 - hard,mod,6.8,0,khá
1201,30,2,bài kiểm tra bài 2 - medium,mod,7.8,0,khá
1206,30,2,bài kiểm tra bài 3 - hard,mod,7.1,0,khá
1205,30,2,bài kiểm tra bài 3 - medium,mod,7.1,0,khá
1210,30,2,Bài kiểm tra bài 4 - hard,mod,5.9,0,khá
1209,30,2,Bài kiểm tra bài 4 - medium,mod,7.5,0,khá
1214,30,2,Bài kiểm tra bài 5 - hard,mod,5.6,0,khá
1213,30,2,Bài kiểm tra bài 5 - medium,mod,7.8,0,khá
1218,30,2,Bài kiểm tra bài 6 - hard,mod,6.9,0,khá
1217,30,2,Bài kiểm tra bài 6 - medium,mod,7.1,0,khá
1192,30,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 10,mod,6.4,0,khá
1193,30,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 11,mod,6.5,0,khá
1194,30,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 20,mod,7.3,0,khá
1195,30,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 200,mod,6.8,0,khá
1204,30,2,Trắc nghiệm bài 3 - easy,mod,8.3,0,khá
1208,30,2,Trắc nghiệm bài 4 - easy,mod,8.5,0,khá
1212,30,2,Trắc nghiệm bài 5 - easy,mod,8.0,0,khá
1216,30,2,Trắc nghiệm bài 6 - easy,mod,7.8,0,khá
1196,30,2,Video bài giảng bài 1,mod,7.1,0,khá
1200,30,2,Video bài giảng bài 2,mod,6.4,0,khá
1203,30,2,Video bài giảng bài 3,mod,6.4,0,khá
1207,30,2,Video bài giảng bài 4,mod,6.6,0,khá
1211,30,2,Video bài giảng bài 5,mod,6.7,0,khá
1215,30,2,Video bài giảng bài 6,mod,6.4,0,khá
1046,31,2,,course,6.5,0,khá
1052,31,2,bài kiểm tra bài 1 - easy,mod,6.7,0,khá
1054,31,2,bài kiểm tra bài 1 - hard,mod,6.4,0,khá
1053,31,2,bài kiểm tra bài 1 - medium,mod,7.9,0,khá
1045,31,2,bài kiểm tra bài 2 - easy,mod,7.1,0,khá
1057,31,2,bài kiểm tra bài 2 - hard,mod,6.9,0,khá
1056,31,2,bài kiểm tra bài 2 - medium,mod,7.0,0,khá
1061,31,2,bài kiểm tra bài 3 - hard,mod,7.2,0,khá
