userid,courseid,avg_time_per_quiz,avg_resource_views_per_day,quiz_success_rate,avg_quiz_score,resource_vs_quiz_ratio,cluster
534,5,11.25,12.65,0.71,7.84,1.97,0
535,5,20.67,13.56,0.85,9.88,2.37,1
536,5,16.89,13.95,0.74,6.62,2.22,0
537,5,20.91,17.53,0.82,7.29,2.98,1
538,5,16.63,14.66,0.74,5.98,2.33,0
539,5,10.85,15.56,0.91,9.51,2.85,1
540,5,21.66,11.43,0.59,5.09,1.63,0
541,5,20.9,14.87,0.89,10.0,2.68,1
542,5,13.93,15.71,0.84,8.6,2.7,1
543,5,12.74,15.01,0.86,7.68,2.64,1
544,5,14.81,10.49,0.72,6.06,1.64,0
545,5,18.32,14.7,0.83,7.08,2.51,0
546,5,17.04,14.68,0.77,8.34,2.39,0
547,5,14.63,18.47,0.99,9.21,3.65,1
548,5,17.7,9.89,0.7,7.26,1.52,0
549,5,13.42,21.06,0.91,7.93,3.85,1
550,5,17.14,13.88,0.85,8.87,2.42,1
551,5,23.96,12.72,0.73,7.35,2.0,0
552,5,22.43,13.32,0.69,6.18,2.03,0
553,5,20.05,11.25,0.67,7.73,1.7,0
554,5,12.63,11.67,0.76,9.0,1.88,0
555,5,21.83,15.7,0.73,6.0,2.47,0
556,5,13.69,17.55,0.8,8.59,2.93,1
557,5,21.87,7.32,0.6,6.39,1.04,0
558,5,24.33,16.39,0.82,7.62,2.78,1
559,5,18.38,15.23,0.72,8.18,2.38,0
560,5,17.59,11.8,0.66,7.24,1.77,0
561,5,16.1,11.24,0.75,8.11,1.8,0
562,5,24.17,17.32,0.81,9.49,2.91,1
563,5,13.79,13.31,0.81,9.08,2.24,0
564,5,21.88,16.31,0.89,8.72,2.95,1
565,5,23.66,15.32,0.86,9.27,2.7,1
566,5,11.55,11.54,0.76,7.63,1.85,0
567,5,10.59,19.13,0.86,9.74,3.36,1
568,5,21.48,21.36,1.0,10.0,4.27,1
569,5,20.65,12.17,0.76,8.59,1.96,0
570,5,11.65,13.94,0.83,9.1,2.38,1
571,5,15.19,12.94,0.81,8.33,2.17,0
572,5,13.21,16.95,0.95,10.0,3.23,1
573,5,13.25,13.02,0.8,6.6,2.16,0
574,5,12.48,20.25,1.0,10.0,4.05,1
575,5,22.92,13.51,0.7,7.51,2.07,0
576,5,17.21,12.82,0.66,6.6,1.92,0
577,5,17.24,12.05,0.65,6.43,1.78,0
578,5,21.9,15.08,0.81,9.48,2.53,1
579,5,16.02,13.92,0.67,5.71,2.09,0
580,5,16.05,16.9,0.77,7.78,2.75,1
581,5,23.05,16.09,0.76,8.44,2.59,1
582,5,23.21,15.4,0.72,7.42,2.41,0
583,5,19.09,14.16,0.69,6.61,2.17,0
584,5,17.58,15.17,0.85,7.09,2.64,1
585,5,22.94,15.72,0.84,7.33,2.71,1
586,5,21.28,13.65,0.84,8.08,2.35,0
587,5,12.45,17.7,0.94,8.23,3.33,1
588,5,18.13,12.39,0.82,6.69,2.09,0
589,5,19.64,18.6,0.97,9.35,3.62,1
590,5,24.94,9.74,0.68,8.04,1.48,0
591,5,22.13,16.71,0.93,10.0,3.13,1
592,5,19.92,18.04,0.93,10.0,3.39,1
593,5,23.58,17.8,0.83,9.3,3.04,1
594,5,23.59,12.13,0.7,7.31,1.86,0
595,5,22.61,14.31,0.73,6.17,2.26,0
596,5,24.28,13.42,0.75,6.28,2.15,0
597,5,19.38,10.98,0.74,8.39,1.75,0
598,5,19.73,14.8,0.77,7.53,2.41,0
599,5,15.88,11.95,0.8,8.37,1.99,0
600,5,12.39,14.01,0.78,7.73,2.29,0
601,5,20.67,15.98,0.74,6.78,2.53,0
602,5,24.64,15.32,0.86,7.69,2.68,1
603,5,23.94,17.88,0.84,9.29,3.08,1
604,5,24.09,9.93,0.69,6.76,1.52,0
605,5,11.19,23.57,1.0,10.0,4.71,1
606,5,17.82,12.83,0.65,5.57,1.9,0
607,5,12.91,12.23,0.67,5.66,1.83,0
608,5,22.23,13.45,0.74,8.17,2.14,0
609,5,16.97,15.36,0.78,6.79,2.52,0
610,5,14.83,14.18,0.77,8.48,2.3,0
611,5,16.96,10.06,0.59,6.17,1.43,0
612,5,10.55,19.72,0.96,8.15,3.8,1
613,5,14.25,12.85,0.74,5.98,2.04,0
614,5,23.27,14.21,0.73,8.16,2.24,0
615,5,10.91,12.6,0.75,8.52,2.01,0
616,5,24.09,16.13,0.78,7.82,2.64,1
617,5,23.01,17.95,0.84,9.04,3.1,1
618,5,19.31,18.71,0.9,8.6,3.4,1
619,5,13.58,16.34,0.84,7.35,2.82,1
620,5,24.92,13.6,0.78,7.1,2.22,0
621,5,10.54,10.85,0.76,6.28,1.75,0
622,5,18.56,10.82,0.62,5.72,1.57,0
623,5,21.04,19.04,0.83,8.04,3.24,1
624,5,15.61,17.21,0.78,8.97,2.81,1
625,5,19.66,9.21,0.66,5.55,1.38,0
626,5,22.53,15.75,0.81,8.56,2.64,1
627,5,12.29,8.7,0.61,6.39,1.26,0
628,5,10.19,11.12,0.63,5.14,1.62,0
629,5,11.16,16.89,0.88,9.18,3.01,1
630,5,24.94,13.11,0.7,6.54,2.02,0
631,5,23.31,16.55,0.92,8.05,3.06,1
632,5,17.57,13.01,0.69,7.49,1.99,0
633,5,11.5,16.91,0.86,7.25,2.95,1
634,5,18.9,13.18,0.79,7.94,2.18,0
635,5,10.32,12.89,0.8,8.42,2.15,0
636,5,15.13,15.41,0.87,7.82,2.73,1
637,5,21.36,15.39,0.9,9.68,2.81,1
638,5,23.99,17.04,0.78,8.75,2.8,1
639,5,19.82,14.93,0.72,5.81,2.33,0
640,5,22.48,14.61,0.87,9.37,2.59,1
641,5,13.82,17.82,0.82,7.14,3.02,1
642,5,12.53,13.49,0.73,8.58,2.13,0
643,5,24.31,17.3,0.92,7.99,3.22,1
644,5,22.51,13.43,0.8,6.51,2.23,0
645,5,21.48,22.07,1.0,9.16,4.41,1
646,5,14.45,13.14,0.7,7.98,2.02,0
647,5,16.28,12.39,0.8,7.49,2.06,0
648,5,20.75,15.65,0.81,8.61,2.62,1
649,5,24.42,13.57,0.74,7.02,2.16,0
650,5,24.77,19.12,0.84,8.48,3.3,1
651,5,15.36,16.2,0.8,8.5,2.71,1
652,5,23.4,16.69,0.94,8.44,3.15,1
653,5,20.48,18.94,1.0,8.74,3.79,1
654,5,11.52,13.72,0.71,8.38,2.13,0
655,5,18.0,8.89,0.65,5.65,1.32,0
656,5,17.05,13.26,0.73,6.08,2.08,0
657,5,12.04,12.98,0.74,8.23,2.05,0
658,5,19.25,6.66,0.57,6.57,0.93,0
659,5,17.96,15.86,0.88,7.97,2.83,1
660,5,17.72,12.11,0.65,6.92,1.79,0
661,5,10.06,15.81,0.79,7.22,2.62,0
662,5,17.76,11.24,0.66,7.11,1.68,0
663,5,19.56,11.41,0.69,8.26,1.74,0
664,5,13.82,16.83,0.78,7.72,2.77,1
665,5,12.66,15.32,0.74,8.39,2.44,0
666,5,16.0,10.66,0.65,6.31,1.58,0
667,5,13.87,13.86,0.79,8.0,2.29,0
668,5,12.44,15.31,0.91,10.0,2.8,1
669,5,17.77,14.94,0.72,8.31,2.33,0
670,5,25.0,18.09,0.88,7.83,3.24,1
671,5,21.93,10.19,0.57,5.41,1.42,0
672,5,16.72,16.13,0.83,7.06,2.76,1
673,5,20.57,19.68,0.98,10.0,3.85,1
674,5,20.63,18.77,0.92,10.0,3.49,1
675,5,11.76,17.87,0.9,7.74,3.25,1
676,5,23.46,17.54,0.95,8.31,3.35,1
677,5,19.39,11.63,0.63,6.52,1.7,0
678,5,14.57,12.52,0.69,7.05,1.92,0
679,5,23.03,15.78,0.81,7.55,2.66,1
680,5,23.07,15.17,0.86,8.2,2.67,1
681,5,17.82,18.72,0.89,10.0,3.37,1
682,5,14.23,15.6,0.81,8.91,2.63,1
683,5,18.43,11.62,0.74,8.63,1.85,0
684,5,10.04,17.86,0.81,9.57,3.01,1
685,5,24.66,13.93,0.84,7.96,2.4,0
686,5,23.79,17.34,0.78,7.64,2.84,1
687,5,18.75,12.85,0.65,6.01,1.9,0
688,5,14.84,17.52,0.97,10.0,3.39,1
689,5,14.92,18.24,0.93,8.49,3.42,1
690,5,13.88,17.51,0.81,8.82,2.94,1
691,5,17.26,11.7,0.7,7.69,1.8,0
692,5,10.86,13.49,0.8,8.38,2.25,0
693,5,13.48,13.09,0.8,6.89,2.19,0
694,5,18.87,10.67,0.65,7.56,1.58,0
695,5,20.36,16.01,0.84,8.91,2.76,1
696,5,23.28,15.81,0.81,7.53,2.67,1
697,5,17.6,12.86,0.71,6.02,2.0,0
698,5,12.48,17.88,0.9,9.58,3.25,1
699,5,15.19,12.93,0.65,5.84,1.92,0
700,5,14.56,12.48,0.75,7.38,2.0,0
701,5,14.26,12.79,0.73,6.26,2.01,0
702,5,11.47,13.74,0.68,8.09,2.08,0
703,5,20.17,12.5,0.69,8.0,1.91,0
704,5,16.0,18.1,0.92,9.78,3.36,1
705,5,23.73,15.23,0.9,7.98,2.77,1
706,5,14.63,13.27,0.77,8.75,2.15,0
707,5,11.93,14.62,0.77,8.76,2.38,0
708,5,17.4,19.72,0.91,8.5,3.61,1
709,5,15.26,12.88,0.79,8.18,2.12,0
710,5,14.14,13.9,0.8,8.53,2.31,0
711,5,12.57,15.82,0.81,9.27,2.67,1
712,5,12.93,13.13,0.65,7.55,1.95,0
713,5,12.2,18.25,0.98,9.59,3.57,1
714,5,18.3,12.8,0.7,6.87,1.97,0
715,5,19.74,15.72,0.88,7.54,2.82,1
716,5,17.77,10.31,0.6,6.0,1.47,0
717,5,18.74,16.15,0.81,9.37,2.72,1
718,5,13.95,13.2,0.67,6.93,1.98,0
719,5,20.43,16.89,0.92,8.94,3.14,1
720,5,20.63,15.44,0.82,6.79,2.61,0
721,5,10.75,15.81,0.83,6.99,2.71,1
722,5,21.19,14.96,0.85,8.13,2.6,1
723,5,13.54,13.46,0.76,8.59,2.18,0
724,5,19.15,18.34,0.93,9.45,3.43,1
725,5,23.68,13.81,0.77,8.12,2.25,0
726,5,16.85,12.77,0.76,8.37,2.05,0
727,5,20.7,17.88,0.9,8.37,3.24,1
728,5,21.75,17.08,0.95,8.52,3.26,1
729,5,24.04,15.1,0.74,6.74,2.39,0
730,5,10.44,12.67,0.66,8.06,1.9,0
731,5,16.05,8.34,0.65,5.51,1.24,0
732,5,12.49,18.96,0.93,10.0,3.54,1
733,5,18.24,18.18,0.95,10.0,3.47,1
734,5,24.77,15.38,0.89,9.89,2.77,1
735,5,19.67,14.89,0.8,6.6,2.47,0
736,5,18.23,16.17,0.89,8.17,2.9,1
737,5,13.04,17.63,0.88,9.91,3.16,1
738,5,20.2,15.66,0.86,7.83,2.74,1
739,5,24.78,18.82,0.84,7.34,3.25,1
740,5,20.09,14.43,0.69,6.83,2.21,0
741,5,10.1,14.33,0.8,8.76,2.39,1
742,5,17.7,15.81,0.81,7.36,2.66,1
743,5,24.32,18.17,0.88,8.17,3.25,1
744,5,12.53,14.23,0.73,6.46,2.23,0
745,5,11.07,10.05,0.68,7.56,1.52,0
746,5,13.93,11.82,0.75,6.99,1.88,0
747,5,13.7,11.46,0.78,8.55,1.88,0
748,5,19.24,18.83,0.97,8.97,3.66,1
749,5,23.88,12.25,0.8,7.87,2.04,0
750,5,21.13,18.3,0.87,8.53,3.23,1
751,5,16.15,19.59,0.85,8.56,3.4,1
752,5,15.74,14.24,0.77,6.95,2.32,0
753,5,21.41,15.55,0.78,9.0,2.55,1
754,5,10.06,12.97,0.64,7.51,1.91,0
755,5,16.78,13.41,0.69,7.81,2.04,0
756,5,20.54,16.96,0.77,6.65,2.75,0
757,5,19.44,17.95,0.86,7.76,3.15,1
758,5,17.37,15.23,0.73,7.4,2.39,0
759,5,23.63,21.77,1.0,8.64,4.35,1
760,5,20.43,18.68,0.88,8.04,3.34,1
761,5,19.14,10.28,0.67,5.97,1.54,0
762,5,16.1,13.82,0.72,7.29,2.17,0
763,5,12.61,8.54,0.59,5.94,1.21,0
764,5,19.17,16.65,0.87,8.75,2.94,1
765,5,24.13,15.53,0.91,10.0,2.84,1
766,5,22.12,16.21,0.76,7.87,2.61,1
767,5,20.57,13.02,0.79,9.38,2.16,0
768,5,10.04,13.3,0.66,5.63,1.98,0
769,5,18.69,10.52,0.6,5.53,1.51,0
770,5,24.58,11.0,0.69,5.63,1.68,0
771,5,17.57,9.75,0.6,6.05,1.4,0
772,5,23.13,13.23,0.74,7.47,2.11,0
773,5,13.82,11.52,0.63,5.67,1.68,0
774,5,18.42,16.57,0.91,9.41,3.04,1
775,5,24.89,14.42,0.69,8.36,2.2,0
776,5,24.66,19.29,0.99,10.0,3.81,1
777,5,19.73,15.55,0.73,8.35,2.46,0
778,5,13.55,14.16,0.82,7.23,2.41,0
779,5,20.9,17.05,0.87,8.46,3.02,1
780,5,12.78,10.66,0.62,5.2,1.54,0
781,5,20.1,14.96,0.71,6.14,2.32,0
782,5,14.88,14.51,0.69,8.06,2.22,0
783,5,23.52,14.23,0.81,7.85,2.4,0
784,5,14.68,12.12,0.61,7.3,1.75,0
785,5,11.07,13.19,0.73,6.44,2.08,0
786,5,23.58,12.66,0.69,7.16,1.93,0
787,5,10.45,16.72,0.94,10.0,3.17,1
788,5,17.93,15.06,0.82,9.27,2.55,1
789,5,18.81,17.84,0.97,9.95,3.47,1
790,5,13.48,8.63,0.65,7.27,1.28,0
791,5,24.1,16.94,0.93,9.42,3.17,1
792,5,15.6,12.7,0.72,5.83,1.99,0
793,5,23.68,18.3,0.9,9.93,3.32,1
794,5,21.04,17.74,0.92,10.0,3.28,1
795,5,11.17,16.76,0.91,8.44,3.08,1
796,5,20.43,8.99,0.69,8.32,1.37,0
797,5,18.55,13.68,0.72,7.52,2.14,0
798,5,14.04,11.98,0.71,7.59,1.86,0
799,5,15.33,15.5,0.72,7.59,2.43,0
800,5,14.92,21.47,1.0,8.7,4.29,1
801,5,22.66,16.64,0.76,8.39,2.69,1
802,5,13.96,14.01,0.71,7.14,2.17,0
803,5,16.3,17.66,0.88,9.03,3.16,1
804,5,13.97,12.32,0.73,6.25,1.93,0
805,5,15.25,9.92,0.67,7.38,1.49,0
806,5,11.84,12.87,0.77,7.0,2.1,0
807,5,13.84,12.97,0.76,8.65,2.09,0
808,5,14.12,14.41,0.86,7.26,2.53,0
809,5,16.86,14.09,0.76,8.47,2.28,0
810,5,12.46,12.28,0.66,5.51,1.83,0
811,5,12.61,18.28,0.81,7.95,3.07,1
812,5,13.39,13.02,0.64,6.41,1.92,0
813,5,16.41,12.85,0.74,7.39,2.04,0
814,5,24.18,13.53,0.78,6.6,2.22,0
815,5,15.51,10.02,0.73,8.6,1.57,0
816,5,14.62,13.24,0.78,7.26,2.18,0
817,5,20.72,16.86,0.82,7.29,2.86,1
818,5,24.41,17.45,0.9,9.42,3.18,1
819,5,16.3,17.02,0.86,9.27,2.99,1
820,5,23.19,18.53,0.84,8.81,3.2,1
821,5,11.13,12.9,0.76,8.32,2.09,0
822,5,14.19,12.05,0.75,8.92,1.93,0
823,5,16.43,8.35,0.6,7.37,1.2,0
824,5,13.2,12.17,0.76,8.01,1.96,0
825,5,23.03,15.86,0.86,7.41,2.78,1
826,5,13.62,17.05,0.85,7.27,2.96,1
827,5,10.86,12.75,0.68,5.81,1.94,0
828,5,16.33,14.53,0.71,6.49,2.25,0
829,5,16.92,15.26,0.76,7.52,2.46,0
830,5,14.7,12.75,0.69,6.29,1.95,0
831,5,16.15,15.09,0.82,7.19,2.56,0
832,5,21.53,17.23,0.77,7.04,2.8,1
833,5,17.72,10.25,0.63,5.99,1.49,0
834,5,13.16,16.19,0.87,8.43,2.85,1
835,5,10.74,10.1,0.69,5.66,1.54,0
836,5,12.75,14.57,0.83,6.92,2.49,0
837,5,19.21,13.03,0.73,6.23,2.06,0
838,5,10.76,16.33,0.84,8.23,2.82,1
839,5,18.09,15.28,0.79,6.66,2.54,0
840,5,11.29,17.01,0.94,9.79,3.2,1
841,5,24.13,15.12,0.75,8.16,2.42,0
842,5,23.98,14.6,0.72,6.14,2.27,0
843,5,17.34,10.33,0.67,6.83,1.56,0
844,5,24.68,12.6,0.66,7.44,1.88,0
845,5,18.06,16.3,0.78,7.32,2.66,0
846,5,22.63,13.46,0.71,7.16,2.09,0
847,5,24.43,11.58,0.65,6.4,1.72,0
848,5,11.25,15.11,0.84,9.18,2.61,1
849,5,17.83,15.78,0.84,7.39,2.72,1
850,5,20.88,20.02,0.99,10.0,3.95,1
851,5,10.17,17.88,0.96,8.27,3.44,1
852,5,12.59,11.16,0.73,8.05,1.76,0
853,5,18.62,10.19,0.65,7.62,1.51,0
854,5,12.39,12.96,0.71,5.94,2.0,0
855,5,14.12,17.78,0.84,7.51,3.07,1
856,5,11.13,15.44,0.9,9.43,2.81,1
857,5,17.56,9.82,0.6,4.93,1.4,0
858,5,13.3,14.69,0.85,9.54,2.55,1
859,5,22.22,14.94,0.85,8.32,2.59,1
860,5,21.56,13.41,0.75,7.03,2.15,0
861,5,10.19,20.66,1.0,8.77,4.13,1
862,5,17.7,10.29,0.69,8.12,1.58,0
863,5,17.97,12.24,0.66,6.5,1.83,0
864,5,15.26,12.15,0.74,7.77,1.93,0
865,5,21.37,16.52,0.86,10.0,2.9,1
866,5,15.19,16.81,0.94,10.0,3.17,1
867,5,16.44,12.44,0.63,4.89,1.81,0
868,5,12.61,18.96,1.0,9.22,3.79,1
869,5,16.54,17.8,0.9,9.31,3.25,1
870,5,21.97,16.18,0.76,6.76,2.61,0
871,5,13.08,17.2,0.79,8.58,2.85,1
872,5,23.07,20.82,1.0,8.96,4.16,1
873,5,10.75,12.79,0.69,8.27,1.95,0
874,5,10.17,13.39,0.8,7.78,2.22,0
875,5,19.32,16.41,0.76,7.63,2.65,1
876,5,19.27,15.14,0.77,7.28,2.45,0
877,5,14.24,14.9,0.75,6.78,2.38,0
878,5,13.25,13.52,0.8,6.84,2.25,0
879,5,24.88,12.41,0.76,7.23,2.0,0
880,5,17.21,16.51,0.77,9.03,2.68,1
881,5,22.98,14.36,0.86,7.97,2.53,1
882,5,24.61,10.14,0.56,6.77,1.41,0
883,5,13.06,8.73,0.67,6.62,1.32,0
884,5,21.79,18.87,0.93,10.0,3.52,1
885,5,17.14,16.99,0.9,8.73,3.09,1
886,5,19.33,19.31,1.0,9.26,3.86,1
887,5,12.98,15.05,0.82,7.75,2.55,1
888,5,10.52,16.08,0.88,9.69,2.88,1
889,5,11.46,17.49,0.86,9.51,3.07,1
890,5,11.64,12.2,0.74,7.76,1.94,0
891,5,13.76,12.06,0.75,7.71,1.93,0
892,5,24.5,20.23,0.89,7.96,3.64,1
893,5,16.93,8.31,0.7,7.35,1.28,0
894,5,23.86,13.91,0.75,8.41,2.23,0
895,5,23.12,12.43,0.76,6.38,2.01,0
896,5,23.47,16.73,0.81,8.85,2.81,1
897,5,13.36,12.24,0.78,7.04,2.01,0
898,5,21.57,19.34,0.97,8.7,3.75,1
899,5,21.08,14.41,0.69,7.02,2.19,0
900,5,10.17,14.12,0.77,8.82,2.3,0
901,5,21.03,17.69,0.78,7.05,2.91,1
902,5,22.55,15.06,0.74,6.91,2.4,0
903,5,10.01,15.01,0.82,8.48,2.54,1
904,5,19.67,15.77,0.85,10.0,2.75,1
905,5,17.58,13.0,0.7,6.82,2.0,0
906,5,18.71,18.85,0.91,9.04,3.45,1
907,5,11.24,9.47,0.57,5.49,1.32,0
908,5,11.91,12.13,0.74,7.08,1.93,0
909,5,15.7,14.52,0.69,7.75,2.21,0
910,5,22.25,18.13,0.9,8.43,3.3,1
911,5,12.19,15.65,0.74,6.83,2.49,0
912,5,18.28,11.41,0.68,5.6,1.73,0
913,5,14.77,17.48,0.93,8.91,3.27,1
914,5,24.15,13.62,0.66,7.76,2.04,0
915,5,22.12,8.79,0.56,4.73,1.22,0
916,5,20.53,15.36,0.91,8.57,2.81,1
917,5,16.52,19.06,0.94,8.29,3.61,1
918,5,14.86,16.77,0.85,8.27,2.91,1
919,5,24.74,18.55,0.88,7.28,3.3,1
920,5,12.35,20.06,0.93,10.0,3.74,1
921,5,22.96,19.56,0.97,10.0,3.78,1
922,5,11.12,10.56,0.62,5.9,1.53,0
923,5,24.5,16.82,0.87,8.92,2.97,1
924,5,16.67,13.17,0.69,6.13,2.01,0
925,5,14.1,17.68,0.97,8.41,3.44,1
926,5,18.73,15.27,0.72,6.71,2.39,0
927,5,10.37,18.22,0.96,9.15,3.51,1
928,5,22.65,13.3,0.73,6.12,2.1,0
929,5,24.82,13.93,0.81,7.19,2.35,0
930,5,17.01,14.56,0.85,8.11,2.54,1
931,5,14.7,8.09,0.65,5.71,1.2,0
932,5,14.57,12.42,0.75,8.91,1.99,0
933,5,19.25,13.08,0.76,8.74,2.1,0
934,5,13.73,12.41,0.74,6.84,1.98,0
935,5,15.45,14.59,0.82,7.51,2.47,0
936,5,16.66,15.46,0.87,8.89,2.74,1
937,5,12.91,5.34,0.56,4.96,0.74,0
938,5,24.87,13.95,0.76,9.07,2.25,0
939,5,14.46,15.11,0.82,8.8,2.56,1
940,5,10.28,10.73,0.66,8.06,1.61,0
941,5,12.5,19.75,1.0,9.74,3.95,1
942,5,16.77,20.31,0.97,10.0,3.95,1
943,5,22.31,11.79,0.62,7.5,1.71,0
944,5,22.0,14.6,0.8,8.79,2.44,1
945,5,12.29,17.99,0.84,9.06,3.1,1
946,5,15.74,12.55,0.8,6.76,2.08,0
947,5,22.47,19.05,0.93,8.48,3.55,1
948,5,10.28,19.65,0.91,8.73,3.61,1
949,5,17.55,17.37,0.96,8.1,3.33,1
950,5,20.07,13.85,0.7,5.86,2.12,0
951,5,17.57,16.06,0.9,9.8,2.92,1
952,5,16.56,22.12,0.99,9.08,4.39,1
953,5,15.53,12.31,0.62,5.41,1.79,0
954,5,17.38,21.42,0.94,8.65,4.03,1
955,5,13.08,15.08,0.82,7.83,2.55,1
956,5,20.74,17.22,0.84,7.35,2.97,1
957,5,11.11,12.72,0.65,5.24,1.89,0
958,5,22.14,10.93,0.74,6.6,1.74,0
959,5,10.54,14.64,0.76,9.08,2.37,0
960,5,20.08,21.8,1.0,9.53,4.36,1
961,5,16.54,15.36,0.82,6.89,2.6,0
962,5,18.81,17.61,0.81,8.71,2.97,1
963,5,22.38,11.54,0.67,8.13,1.74,0
964,5,20.19,10.77,0.72,6.16,1.69,0
965,5,22.23,16.55,0.88,9.72,2.95,1
966,5,24.37,14.82,0.82,9.31,2.51,1
967,5,11.97,15.51,0.76,7.86,2.51,0
968,5,10.9,12.8,0.79,8.01,2.11,0
969,5,17.4,16.36,0.92,8.17,3.02,1
970,5,22.7,8.27,0.61,5.98,1.19,0
971,5,24.53,19.96,0.88,8.59,3.55,1
972,5,23.61,17.1,0.83,9.46,2.93,1
973,5,12.18,16.24,0.91,7.84,2.98,1
974,5,19.22,15.82,0.74,6.06,2.52,0
975,5,20.5,16.26,0.9,10.0,2.95,1
976,5,19.07,18.05,0.93,9.84,3.38,1
977,5,15.4,17.93,0.92,9.03,3.31,1
978,5,23.57,18.82,0.88,7.51,3.37,1
979,5,23.87,19.0,0.98,8.72,3.74,1
980,5,10.91,14.31,0.79,9.4,2.37,1
981,5,16.61,16.02,0.85,8.18,2.78,1
982,5,22.03,17.88,0.98,10.0,3.5,1
983,5,20.61,13.62,0.76,7.02,2.19,0
984,5,20.46,12.87,0.69,6.65,1.97,0
985,5,14.32,18.55,0.89,9.22,3.34,1
986,5,20.58,18.02,0.88,7.55,3.21,1
987,5,17.23,17.34,0.82,7.15,2.93,1
988,5,13.33,18.59,0.81,7.36,3.14,1
989,5,11.67,10.97,0.69,7.59,1.68,0
990,5,22.07,14.9,0.73,6.84,2.35,0
991,5,12.44,14.7,0.8,7.17,2.45,0
992,5,24.23,12.8,0.74,7.62,2.04,0
993,5,20.23,15.87,0.87,7.95,2.8,1
994,5,18.58,17.11,0.93,8.94,3.21,1
995,5,19.18,11.74,0.67,6.25,1.76,0
996,5,18.64,17.06,0.79,6.68,2.82,1
997,5,10.73,13.7,0.71,6.94,2.13,0
998,5,15.17,16.71,0.79,8.04,2.76,1
999,5,23.02,10.56,0.75,7.25,1.68,0
1000,5,19.88,12.95,0.66,6.16,1.93,0
1001,5,20.45,17.54,0.78,8.72,2.87,1
1002,5,23.58,10.21,0.58,5.22,1.44,0
1003,5,14.57,13.75,0.75,6.86,2.21,0
