userid,courseid,avg_time_per_quiz,avg_resource_views_per_day,quiz_success_rate,avg_quiz_score,resource_vs_quiz_ratio,cluster
538,5,20.47,9.52,0.7,1.66,3.79,0
539,5,25.3,10.46,0.68,1.98,5.49,1
540,5,23.31,9.64,0.8,1.71,3.7,0
541,5,25.87,13.03,0.63,1.79,4.16,1
542,5,21.27,10.97,0.68,1.64,5.01,0
543,5,23.42,11.5,0.64,1.95,5.4,1
544,5,23.53,13.68,0.82,1.77,5.36,1
545,5,21.29,10.03,0.81,2.25,5.29,0
546,5,25.56,11.71,0.68,1.6,4.23,1
547,5,23.52,9.72,0.71,1.68,5.38,1
548,5,23.7,12.16,0.7,1.85,4.14,0
549,5,27.96,12.28,0.72,2.13,3.84,1
550,5,18.94,10.73,0.65,1.89,5.45,0
551,5,21.09,12.58,0.81,2.14,4.51,0
552,5,23.48,11.05,0.78,2.05,5.06,1
553,5,21.43,9.45,0.62,1.57,3.93,0
554,5,25.8,9.35,0.84,1.93,4.16,1
555,5,19.05,10.5,0.7,1.57,4.58,0
556,5,23.93,10.3,0.76,2.24,4.43,1
557,5,28.08,11.37,0.57,1.65,5.27,1
558,5,23.79,10.96,0.71,1.79,5.24,1
559,5,23.75,10.17,0.56,1.78,4.04,0
560,5,26.62,13.19,0.56,1.75,4.56,1
561,5,24.96,11.59,0.71,1.58,4.56,1
562,5,25.96,13.41,0.66,2.27,4.8,1
563,5,22.16,12.33,0.57,1.78,4.64,0
564,5,24.27,10.97,0.79,2.15,4.24,1
565,5,19.91,11.92,0.6,1.65,4.62,0
566,5,19.01,9.26,0.56,1.84,4.23,0
567,5,25.36,13.36,0.64,1.86,4.93,1
568,5,25.9,12.54,0.67,1.7,4.22,1
569,5,27.46,12.5,0.6,1.94,5.23,1
570,5,26.53,10.9,0.57,1.63,5.41,1
571,5,20.23,13.09,0.65,2.26,5.19,0
572,5,26.9,11.65,0.65,1.71,4.17,1
573,5,27.2,9.29,0.67,1.73,4.12,1
574,5,19.44,11.53,0.56,1.58,3.73,0
575,5,26.42,11.22,0.8,1.78,4.18,1
576,5,27.43,12.92,0.62,1.99,5.35,1
577,5,25.27,12.09,0.83,1.94,4.6,1
578,5,18.83,10.47,0.83,1.83,4.51,0
579,5,26.33,11.79,0.81,1.7,4.97,1
580,5,25.34,13.36,0.6,1.75,4.37,1
581,5,19.99,11.71,0.82,1.83,5.41,0
582,5,20.28,10.38,0.59,1.67,5.38,0
583,5,20.67,11.29,0.71,2.27,4.37,0
584,5,22.86,10.14,0.81,1.82,4.01,0
585,5,26.06,11.32,0.71,1.61,5.05,1
586,5,27.88,10.4,0.83,1.58,4.91,1
587,5,19.24,10.27,0.83,1.85,5.43,0
588,5,22.49,11.69,0.59,1.85,5.06,0
589,5,19.41,12.63,0.81,2.19,3.78,0
590,5,26.61,11.91,0.69,1.9,5.19,1
591,5,27.65,10.89,0.63,1.55,5.16,1
592,5,26.0,10.55,0.72,1.88,5.08,1
593,5,21.71,11.14,0.71,1.63,4.34,0
594,5,26.83,10.51,0.67,2.14,5.39,1
595,5,22.04,12.25,0.57,1.91,4.17,0
596,5,26.3,11.56,0.65,1.91,4.25,1
597,5,20.39,12.88,0.79,1.66,5.37,0
598,5,27.8,10.55,0.8,2.22,4.83,1
599,5,22.63,9.25,0.67,2.12,4.71,0
600,5,21.74,9.57,0.78,1.76,5.26,0
601,5,21.7,12.04,0.79,1.55,5.25,0
602,5,27.36,12.08,0.71,1.57,4.15,1
603,5,27.69,9.79,0.68,1.93,5.04,1
604,5,25.42,11.56,0.82,2.06,4.64,1
605,5,22.07,13.54,0.81,1.83,4.62,0
606,5,23.83,11.29,0.6,1.64,4.64,0
607,5,27.15,9.36,0.7,2.08,4.75,1
608,5,24.1,11.1,0.72,2.23,4.97,1
609,5,26.18,13.13,0.71,1.71,5.02,1
610,5,22.21,13.41,0.75,1.64,4.45,0
611,5,22.62,13.56,0.61,2.03,4.92,0
612,5,20.49,9.64,0.57,1.72,5.16,0
613,5,25.76,10.43,0.73,1.78,5.49,1
614,5,24.38,13.13,0.6,2.18,4.11,0
615,5,23.94,11.67,0.78,1.69,3.75,1
616,5,26.84,10.64,0.68,2.15,4.82,1
617,5,26.34,11.23,0.84,2.25,3.89,1
618,5,20.65,9.79,0.65,1.96,3.85,0
619,5,21.44,11.02,0.59,1.8,5.4,0
620,5,27.82,11.99,0.69,1.6,4.88,1
621,5,25.6,11.75,0.66,1.8,4.61,1
622,5,21.07,10.63,0.8,1.94,5.18,0
623,5,24.56,9.63,0.67,1.72,5.45,1
624,5,23.82,11.46,0.6,2.09,3.94,0
625,5,19.27,13.69,0.8,1.63,3.99,0
626,5,27.2,11.62,0.59,1.92,4.84,1
627,5,26.27,9.54,0.72,2.15,4.75,1
628,5,27.74,12.63,0.72,1.86,4.67,1
629,5,24.47,11.02,0.64,2.25,4.96,1
630,5,25.67,11.03,0.79,2.1,5.28,1
631,5,22.88,12.86,0.79,2.18,4.1,0
632,5,19.32,10.83,0.81,1.93,4.39,0
633,5,24.56,13.34,0.65,1.78,4.71,1
634,5,24.25,13.13,0.83,1.99,4.54,1
635,5,23.03,10.07,0.83,2.01,5.33,1
636,5,20.47,13.06,0.71,1.81,4.32,0
637,5,27.02,13.29,0.74,2.2,4.31,1
638,5,20.38,10.3,0.82,1.91,5.5,0
639,5,22.81,12.02,0.66,1.9,4.09,0
640,5,19.56,11.35,0.61,2.19,4.86,0
641,5,27.34,12.31,0.58,1.67,4.35,1
642,5,28.01,10.88,0.73,1.52,5.4,1
643,5,24.68,13.14,0.62,1.59,4.91,1
644,5,25.49,11.41,0.63,2.12,5.51,1
645,5,19.85,13.22,0.79,1.85,4.37,0
646,5,26.19,12.46,0.8,1.74,5.5,1
647,5,18.9,12.0,0.59,1.62,5.4,0
648,5,25.33,10.04,0.76,1.73,5.25,1
649,5,22.94,10.08,0.71,1.89,3.87,0
650,5,23.01,9.57,0.61,1.88,4.84,0
651,5,20.02,10.45,0.57,2.16,5.2,0
652,5,26.9,9.26,0.81,1.63,5.19,1
653,5,19.65,13.13,0.7,1.68,4.01,0
654,5,23.12,13.07,0.62,2.06,4.37,0
655,5,24.85,11.92,0.72,2.23,5.1,1
656,5,19.79,12.52,0.66,1.94,4.34,0
657,5,25.89,9.54,0.61,1.52,4.78,1
658,5,25.4,13.53,0.63,2.21,5.05,1
659,5,23.05,9.26,0.82,2.1,5.28,1
660,5,22.54,13.0,0.83,1.73,4.73,1
661,5,27.46,13.74,0.71,1.59,5.4,1
662,5,28.07,10.92,0.71,2.05,5.34,1
663,5,27.91,13.67,0.73,2.23,5.32,1
664,5,26.77,10.31,0.72,1.63,4.14,1
665,5,22.36,10.87,0.73,1.77,4.77,0
666,5,24.31,10.8,0.73,2.14,5.38,1
667,5,23.14,13.1,0.62,2.04,4.35,0
668,5,27.1,10.71,0.66,2.23,3.72,1
669,5,25.1,11.66,0.84,2.07,5.19,1
670,5,24.8,11.98,0.82,2.26,4.22,1
671,5,21.95,10.73,0.62,1.63,3.77,0
672,5,19.46,11.12,0.75,1.58,4.7,0
673,5,26.57,10.32,0.63,1.68,4.76,1
674,5,24.41,10.05,0.65,2.23,4.22,0
675,5,25.73,11.47,0.84,1.77,5.07,1
676,5,27.2,13.49,0.69,1.89,4.95,1
677,5,25.83,10.6,0.72,2.18,5.28,1
678,5,23.73,11.79,0.57,1.72,4.01,0
679,5,18.93,9.83,0.78,2.13,3.79,0
680,5,27.49,11.67,0.58,1.58,4.18,1
681,5,25.42,9.27,0.69,1.78,3.81,1
682,5,23.41,10.71,0.83,1.77,4.34,1
683,5,23.32,11.12,0.67,1.56,4.58,0
684,5,25.71,13.43,0.66,1.58,4.2,1
685,5,22.42,13.75,0.64,1.84,5.25,0
686,5,26.98,13.59,0.63,1.59,3.69,1
687,5,23.52,11.73,0.81,1.78,4.82,1
688,5,19.46,9.32,0.57,2.23,4.7,0
689,5,24.86,9.48,0.73,1.93,5.29,1
690,5,24.39,11.51,0.83,2.04,4.76,1
691,5,22.29,10.43,0.74,2.0,4.65,0
692,5,23.61,11.53,0.6,1.6,4.64,0
693,5,27.65,10.08,0.61,2.07,4.19,1
694,5,24.02,9.45,0.81,2.04,5.5,1
695,5,22.4,9.34,0.65,1.57,4.52,0
696,5,19.84,12.76,0.65,2.16,4.72,0
697,5,24.86,13.05,0.59,1.9,5.46,1
698,5,25.34,13.08,0.8,1.89,5.42,1
699,5,24.33,11.95,0.62,1.56,4.69,1
700,5,19.2,9.55,0.58,1.53,3.77,0
701,5,20.64,10.16,0.76,1.96,4.13,0
702,5,24.56,13.0,0.59,1.62,4.13,1
703,5,23.28,10.87,0.69,2.04,3.99,0
704,5,22.05,11.56,0.83,2.1,4.38,0
705,5,23.7,12.61,0.68,1.95,4.24,0
706,5,25.05,11.86,0.67,1.72,5.35,1
707,5,22.74,9.89,0.8,2.15,4.93,0
708,5,25.21,10.48,0.61,1.74,4.81,1
709,5,24.87,10.3,0.59,1.54,4.87,1
710,5,22.06,13.35,0.6,2.12,4.82,0
711,5,23.04,10.13,0.77,2.18,4.37,0
712,5,27.39,10.21,0.82,2.07,4.28,1
713,5,27.17,11.42,0.82,1.74,5.11,1
714,5,20.11,12.79,0.69,1.76,4.23,0
715,5,22.32,12.67,0.68,1.61,3.77,0
716,5,27.95,13.16,0.82,1.99,5.3,1
717,5,21.9,12.05,0.83,2.13,5.05,0
718,5,22.86,11.75,0.83,1.59,5.47,1
719,5,25.64,11.26,0.72,2.14,4.41,1
720,5,27.82,10.9,0.71,1.64,5.16,1
721,5,22.65,12.46,0.61,2.22,5.38,0
722,5,27.99,11.33,0.79,1.8,4.45,1
723,5,24.31,10.35,0.76,1.68,5.18,1
724,5,19.11,11.55,0.68,1.91,3.87,0
725,5,27.72,9.53,0.57,1.71,5.35,1
726,5,26.77,9.29,0.64,2.13,3.76,1
727,5,19.01,13.55,0.67,1.54,3.97,0
728,5,19.53,10.15,0.74,1.74,4.3,0
729,5,20.33,10.32,0.58,1.68,4.12,0
730,5,22.86,11.48,0.72,1.75,3.91,0
731,5,23.11,9.46,0.77,1.96,4.38,0
732,5,21.2,11.36,0.78,1.9,4.64,0
733,5,22.59,10.65,0.81,1.82,3.76,0
734,5,20.54,9.64,0.76,1.65,5.13,0
735,5,24.54,12.74,0.79,2.17,3.8,1
736,5,27.4,11.6,0.83,1.98,5.43,1
737,5,22.05,9.68,0.56,1.71,4.44,0
738,5,21.9,12.52,0.62,2.25,4.3,0
739,5,18.94,11.78,0.56,2.14,5.46,0
740,5,19.36,13.76,0.81,1.56,4.11,0
741,5,22.78,10.36,0.71,1.95,5.51,0
742,5,25.2,11.27,0.71,2.16,5.11,1
743,5,24.22,12.11,0.63,1.7,3.68,0
744,5,22.45,11.62,0.61,1.65,3.68,0
745,5,26.3,11.68,0.83,2.14,5.12,1
746,5,19.8,10.38,0.62,1.75,4.27,0
747,5,26.27,11.98,0.81,1.87,4.14,1
748,5,19.18,11.31,0.73,1.55,4.23,0
749,5,20.46,9.67,0.68,1.61,3.99,0
750,5,24.82,12.48,0.73,1.72,3.73,1
751,5,22.15,11.63,0.77,1.86,4.74,0
752,5,28.17,12.67,0.62,1.97,4.03,1
753,5,19.74,10.4,0.58,1.59,4.44,0
754,5,24.86,12.43,0.76,2.19,3.96,1
755,5,21.24,12.65,0.58,2.1,4.83,0
756,5,26.76,9.62,0.65,1.52,5.49,1
757,5,19.93,12.5,0.82,2.09,4.27,0
758,5,26.0,11.53,0.66,1.76,4.2,1
759,5,20.5,13.11,0.81,1.57,4.4,0
760,5,21.73,10.26,0.71,1.74,4.75,0
761,5,20.38,12.83,0.79,2.1,4.53,0
762,5,21.15,10.65,0.66,1.7,5.18,0
763,5,27.65,9.29,0.67,1.74,4.57,1
764,5,19.02,10.93,0.62,1.82,4.39,0
765,5,23.06,11.5,0.83,1.75,5.52,1
766,5,24.74,10.25,0.81,1.57,3.75,1
767,5,26.55,12.55,0.6,1.69,4.29,1
768,5,26.3,11.8,0.84,1.54,5.12,1
769,5,24.87,10.51,0.76,1.86,5.32,1
770,5,27.54,13.32,0.72,2.01,4.63,1
771,5,24.83,12.86,0.63,2.16,5.22,1
772,5,20.33,13.07,0.63,2.18,3.81,0
773,5,24.38,11.97,0.68,1.91,5.16,1
774,5,24.73,9.31,0.7,1.75,5.41,1
775,5,25.86,10.89,0.59,1.85,3.81,1
776,5,24.08,12.0,0.73,1.54,4.09,1
777,5,25.03,10.57,0.7,1.6,3.91,1
778,5,20.51,9.32,0.72,1.72,5.22,0
779,5,22.74,11.08,0.68,2.04,5.37,0
780,5,26.95,13.04,0.81,1.64,4.29,1
781,5,19.71,9.29,0.8,1.87,3.85,0
782,5,24.69,10.64,0.81,1.78,4.86,1
783,5,27.97,13.3,0.77,1.74,3.99,1
784,5,25.73,9.6,0.76,2.11,4.83,1
785,5,23.45,11.43,0.76,1.79,5.08,1
786,5,26.17,11.41,0.75,1.81,4.66,1
787,5,18.9,10.97,0.77,2.09,3.9,0
788,5,18.8,13.11,0.8,2.19,4.52,0
789,5,26.17,9.66,0.56,1.68,4.82,1
790,5,22.61,13.71,0.73,2.23,4.74,0
791,5,25.76,12.77,0.65,2.07,5.5,1
792,5,22.73,9.2,0.73,1.57,5.3,0
793,5,20.31,10.5,0.77,1.54,4.49,0
794,5,27.88,10.64,0.61,2.21,5.0,1
795,5,21.56,9.4,0.8,2.05,4.44,0
796,5,23.9,11.27,0.59,1.56,4.52,0
797,5,20.34,10.91,0.62,2.22,5.17,0
798,5,24.2,11.41,0.64,1.69,3.82,0
799,5,20.98,10.23,0.76,1.56,3.94,0
800,5,26.4,12.52,0.61,1.84,3.91,1
801,5,23.25,11.56,0.57,1.6,3.83,0
802,5,23.54,10.99,0.7,1.69,4.19,0
803,5,23.69,11.78,0.81,1.89,4.48,1
804,5,20.19,11.88,0.56,1.59,4.1,0
805,5,21.92,13.41,0.8,2.21,4.38,0
806,5,24.5,12.32,0.74,1.98,5.26,1
807,5,25.03,11.65,0.71,2.2,4.25,1
808,5,19.01,10.03,0.73,1.6,4.72,0
809,5,23.69,10.98,0.59,1.85,4.61,0
810,5,27.81,10.41,0.7,1.65,5.48,1
811,5,22.64,11.8,0.57,2.16,4.52,0
812,5,28.16,13.19,0.75,1.95,5.16,1
813,5,28.14,9.45,0.77,2.0,4.58,1
814,5,27.72,10.24,0.62,2.05,4.4,1
815,5,26.83,9.66,0.77,1.9,4.98,1
816,5,22.09,10.34,0.72,2.04,5.47,0
817,5,22.96,10.69,0.58,2.27,5.28,0
818,5,23.71,13.42,0.58,2.07,5.47,1
819,5,26.44,11.08,0.61,1.52,4.03,1
820,5,24.75,12.03,0.78,1.75,4.68,1
821,5,23.92,12.0,0.82,1.66,5.05,1
822,5,26.14,11.96,0.57,1.79,4.6,1
823,5,26.01,11.25,0.73,2.23,5.26,1
824,5,26.43,13.17,0.82,2.03,4.46,1
825,5,23.76,11.16,0.67,1.61,5.02,1
826,5,20.14,11.2,0.57,2.1,5.3,0
827,5,22.24,9.57,0.71,1.84,4.86,0
828,5,27.97,12.59,0.77,1.91,5.05,1
829,5,20.84,10.31,0.74,1.73,4.93,0
830,5,24.74,12.81,0.65,2.28,5.33,1
831,5,24.95,9.21,0.56,1.95,5.49,1
832,5,22.0,12.87,0.67,1.81,4.95,0
833,5,21.75,11.37,0.7,2.11,4.14,0
834,5,21.98,10.19,0.57,2.14,5.26,0
835,5,26.65,9.26,0.76,2.13,5.45,1
836,5,27.54,9.78,0.57,2.14,3.71,1
837,5,25.7,12.56,0.57,1.85,4.97,1
838,5,24.73,10.05,0.67,2.02,4.49,1
839,5,19.53,11.14,0.68,1.84,4.3,0
840,5,24.36,13.55,0.6,1.63,5.16,1
841,5,20.34,10.44,0.57,1.97,5.48,0
842,5,22.32,9.53,0.71,2.23,5.12,0
843,5,22.6,12.19,0.68,1.71,3.91,0
844,5,22.99,12.6,0.71,2.05,4.25,0
845,5,23.83,10.92,0.63,1.99,3.99,0
846,5,19.43,9.45,0.81,2.04,4.36,0
847,5,22.04,12.15,0.75,1.58,4.1,0
848,5,22.22,13.37,0.66,2.04,4.62,0
849,5,20.17,13.59,0.74,1.58,4.27,0
850,5,26.5,10.81,0.76,1.74,4.95,1
851,5,24.38,9.79,0.57,1.59,5.01,1
852,5,20.78,11.23,0.57,1.93,5.03,0
853,5,21.38,9.91,0.81,1.71,4.46,0
854,5,23.04,13.29,0.67,2.06,5.23,1
855,5,21.11,9.45,0.59,2.04,3.84,0
856,5,23.68,13.22,0.82,2.24,5.44,1
857,5,22.21,12.89,0.78,1.64,5.23,1
858,5,20.12,11.51,0.63,2.09,4.84,0
859,5,25.64,10.9,0.76,2.03,4.12,1
860,5,22.97,12.36,0.74,2.15,5.48,1
861,5,23.92,13.01,0.75,1.95,3.81,1
862,5,23.45,13.41,0.73,2.11,4.35,1
863,5,27.99,11.81,0.81,1.65,4.35,1
864,5,24.93,11.17,0.82,2.01,4.71,1
865,5,21.08,11.35,0.76,2.14,5.36,0
866,5,21.15,12.6,0.61,1.6,3.76,0
867,5,25.08,10.72,0.57,1.8,4.14,1
868,5,19.19,13.55,0.76,1.97,4.82,0
869,5,27.62,10.71,0.69,2.28,4.84,1
870,5,25.45,11.7,0.77,2.14,4.77,1
871,5,24.98,13.76,0.81,2.26,4.99,1
872,5,23.08,11.31,0.68,1.7,5.5,1
873,5,25.67,9.57,0.83,1.59,4.56,1
874,5,25.62,12.5,0.68,2.25,3.86,1
875,5,27.97,11.21,0.81,2.04,5.4,1
876,5,20.94,9.81,0.66,2.08,4.06,0
877,5,27.29,13.78,0.69,1.55,4.35,1
878,5,22.65,11.06,0.74,1.94,5.5,1
879,5,20.14,10.19,0.61,2.07,4.31,0
880,5,24.21,10.92,0.68,1.98,4.25,1
881,5,24.06,11.47,0.8,1.53,4.69,1
882,5,23.54,11.57,0.58,1.52,3.78,0
883,5,21.84,11.65,0.74,2.21,5.46,0
884,5,25.62,13.54,0.6,1.7,4.78,1
885,5,19.08,9.46,0.72,1.71,4.18,0
886,5,24.03,11.39,0.64,2.05,5.3,1
887,5,28.13,12.38,0.57,2.24,3.74,1
888,5,19.99,11.14,0.63,1.61,4.07,0
889,5,27.38,9.37,0.6,2.05,5.35,1
890,5,22.78,13.49,0.64,1.87,4.61,0
891,5,19.06,13.03,0.72,2.19,4.79,0
892,5,22.3,11.59,0.72,1.72,3.96,0
893,5,25.97,9.26,0.58,2.1,5.25,1
894,5,19.36,13.52,0.65,1.53,4.65,0
895,5,26.83,12.94,0.58,1.87,4.14,1
896,5,23.38,11.23,0.69,2.08,5.01,1
897,5,25.86,12.53,0.8,2.05,4.11,1
898,5,27.48,13.32,0.76,2.25,5.14,1
899,5,19.44,11.59,0.81,2.16,5.49,0
900,5,19.02,13.23,0.74,2.16,3.88,0
901,5,22.56,11.3,0.69,2.16,3.92,0
902,5,22.13,10.43,0.71,1.73,4.15,0
903,5,27.2,12.53,0.83,2.19,4.32,1
904,5,21.29,9.29,0.66,1.97,4.45,0
905,5,25.13,12.19,0.57,1.93,4.18,1
906,5,23.03,11.27,0.73,2.2,5.38,1
907,5,19.47,12.89,0.7,1.98,5.04,0
908,5,24.2,9.88,0.83,1.57,4.21,1
909,5,25.66,12.94,0.79,1.62,5.34,1
910,5,27.11,11.73,0.78,2.07,4.29,1
911,5,19.46,10.9,0.83,1.99,3.73,0
912,5,26.64,10.04,0.77,1.66,4.45,1
913,5,27.44,11.58,0.62,2.22,4.3,1
914,5,24.25,10.72,0.74,2.26,3.7,0
915,5,27.99,11.67,0.67,2.22,4.63,1
916,5,23.68,13.5,0.72,1.89,4.3,1
917,5,27.95,13.29,0.69,1.77,4.01,1
918,5,19.18,13.26,0.82,1.56,5.28,0
919,5,25.38,12.98,0.73,1.94,5.29,1
920,5,22.67,12.42,0.7,1.69,4.79,0
921,5,21.87,12.18,0.8,2.08,3.69,0
922,5,25.68,10.98,0.81,2.21,3.85,1
923,5,25.03,9.4,0.71,1.81,5.29,1
924,5,26.16,9.4,0.75,1.75,5.3,1
925,5,26.9,12.83,0.77,2.19,4.97,1
926,5,28.0,11.76,0.68,1.94,4.67,1
927,5,24.18,12.84,0.61,2.1,4.7,1
928,5,24.4,13.47,0.68,1.72,4.57,1
929,5,27.19,12.92,0.71,1.69,4.2,1
930,5,27.27,10.15,0.74,1.6,4.05,1
931,5,27.81,12.82,0.73,2.04,4.63,1
932,5,24.62,9.39,0.84,2.01,3.75,1
933,5,26.45,12.21,0.75,1.97,5.17,1
934,5,23.05,11.61,0.69,1.8,4.71,0
935,5,23.69,10.97,0.82,1.79,4.73,1
936,5,19.04,12.13,0.82,1.6,3.85,0
937,5,24.58,12.07,0.68,1.68,3.81,1
938,5,23.58,12.8,0.69,2.18,4.98,1
939,5,24.15,11.54,0.8,1.61,5.36,1
940,5,19.63,12.35,0.67,1.67,4.09,0
941,5,20.96,9.47,0.7,1.69,4.57,0
942,5,25.91,9.79,0.71,2.06,4.99,1
943,5,19.36,10.16,0.77,1.69,4.24,0
944,5,20.86,13.42,0.6,2.24,3.72,0
945,5,27.29,13.46,0.7,1.93,5.07,1
946,5,23.86,13.12,0.68,1.7,4.8,1
947,5,20.88,10.9,0.81,1.89,4.45,0
948,5,25.85,10.33,0.57,1.56,4.25,1
949,5,28.05,13.77,0.66,2.0,4.08,1
950,5,25.86,9.49,0.81,1.86,4.36,1
951,5,27.92,11.61,0.8,2.22,4.13,1
952,5,27.8,11.74,0.77,1.59,4.72,1
953,5,22.82,10.02,0.71,1.73,3.96,0
954,5,26.1,10.05,0.62,1.84,3.83,1
955,5,24.97,12.28,0.75,1.53,4.48,1
956,5,26.38,9.6,0.62,1.94,4.1,1
957,5,20.53,9.32,0.65,1.96,3.79,0
958,5,20.86,12.87,0.62,1.72,5.15,0
959,5,27.54,10.07,0.7,2.08,5.39,1
960,5,20.75,13.77,0.74,1.76,4.02,0
961,5,25.42,13.5,0.65,1.78,5.14,1
962,5,25.49,9.34,0.79,1.69,5.16,1
963,5,27.8,13.62,0.56,1.65,4.84,1
964,5,26.48,12.2,0.77,1.9,4.3,1
965,5,20.56,11.38,0.6,2.12,4.78,0
966,5,27.65,10.02,0.66,1.62,3.89,1
967,5,26.07,11.63,0.77,1.94,5.43,1
968,5,23.52,9.48,0.7,1.72,4.02,0
969,5,22.14,13.33,0.59,1.84,5.25,0
970,5,22.37,10.77,0.67,1.56,3.87,0
971,5,19.64,10.41,0.72,2.05,4.23,0
972,5,22.7,12.68,0.78,1.99,4.19,0
973,5,21.71,11.19,0.82,1.53,4.6,0
974,5,20.91,11.26,0.69,1.66,3.97,0
975,5,23.22,11.52,0.61,2.0,4.07,0
976,5,22.43,12.3,0.61,1.84,4.91,0
977,5,19.62,10.86,0.64,2.12,5.28,0
978,5,23.51,10.11,0.72,1.92,4.3,0
979,5,24.28,13.69,0.57,1.68,4.56,1
980,5,27.42,11.99,0.78,2.2,4.04,1
981,5,23.04,13.19,0.78,1.85,4.52,1
982,5,24.49,9.42,0.82,1.76,5.1,1
983,5,25.88,9.95,0.59,2.14,3.83,1
984,5,22.67,10.63,0.78,2.17,3.9,0
985,5,27.62,12.34,0.67,1.85,5.33,1
986,5,19.16,12.55,0.84,1.94,4.6,0
987,5,27.02,9.39,0.71,1.91,4.19,1
988,5,19.55,9.4,0.78,2.23,5.51,0
989,5,20.25,13.6,0.66,1.6,4.61,0
990,5,23.96,10.03,0.73,1.97,3.72,0
991,5,18.86,11.67,0.64,1.61,4.98,0
992,5,26.54,13.01,0.58,1.63,4.73,1
993,5,24.08,13.56,0.71,1.85,4.86,1
994,5,24.62,12.57,0.8,1.75,5.19,1
995,5,24.11,9.47,0.65,1.78,4.86,1
996,5,25.41,9.9,0.79,2.24,4.31,1
997,5,24.49,13.58,0.57,1.88,3.82,0
998,5,23.84,9.65,0.67,1.91,4.1,0
999,5,22.05,10.15,0.57,2.05,4.41,0
1000,5,23.97,9.65,0.77,1.63,4.76,1
1001,5,19.55,10.93,0.63,1.77,5.5,0
1002,5,22.1,12.74,0.69,1.98,4.48,0
1003,5,28.02,10.82,0.83,1.78,4.08,1
1004,5,22.19,11.76,0.76,2.07,4.81,0
