id,user_id,courseid,grade_item,itemtype,finalgrade,timemodified
618,21,2,bài kiểm tra bài 1 - medium,mod,,0
621,21,2,bài kiểm tra bài 2 - easy,mod,,0
622,21,2,bài kiểm tra bài 2 - hard,mod,,0
610,21,2,bài kiểm tra bài 2 - medium,mod,,0
626,21,2,bài kiểm tra bài 3 - hard,mod,,0
625,21,2,bài kiểm tra bài 3 - medium,mod,,0
630,21,2,Bài kiểm tra bài 4 - hard,mod,,0
629,21,2,Bài kiểm tra bài 4 - medium,mod,,0
634,21,2,Bài kiểm tra bài 5 - hard,mod,,0
633,21,2,Bài kiểm tra bài 5 - medium,mod,,0
638,21,2,Bài kiểm tra bài 6 - hard,mod,,0
637,21,2,Bài kiểm tra bài 6 - medium,mod,,0
612,21,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 10,mod,,0
613,21,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 11,mod,,0
614,21,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 20,mod,,0
615,21,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 200,mod,,0
624,21,2,Trắc nghiệm bài 3 - easy,mod,,0
628,21,2,Trắc nghiệm bài 4 - easy,mod,,0
632,21,2,Trắc nghiệm bài 5 - easy,mod,,0
636,21,2,Trắc nghiệm bài 6 - easy,mod,,0
616,21,2,Video bài giảng bài 1,mod,,0
620,21,2,Video bài giảng bài 2,mod,,0
623,21,2,Video bài giảng bài 3,mod,,0
627,21,2,Video bài giảng bài 4,mod,,0
631,21,2,Video bài giảng bài 5,mod,,0
635,21,2,Video bài giảng bài 6,mod,,0
640,22,2,,course,,0
646,22,2,bài kiểm tra bài 1 - easy,mod,,0
648,22,2,bài kiểm tra bài 1 - hard,mod,,0
647,22,2,bài kiểm tra bài 1 - medium,mod,,0
650,22,2,bài kiểm tra bài 2 - easy,mod,,0
651,22,2,bài kiểm tra bài 2 - hard,mod,,0
639,22,2,bài kiểm tra bài 2 - medium,mod,,0
655,22,2,bài kiểm tra bài 3 - hard,mod,,0
654,22,2,bài kiểm tra bài 3 - medium,mod,,0
659,22,2,Bài kiểm tra bài 4 - hard,mod,,0
658,22,2,Bài kiểm tra bài 4 - medium,mod,,0
663,22,2,Bài kiểm tra bài 5 - hard,mod,,0
662,22,2,Bài kiểm tra bài 5 - medium,mod,,0
667,22,2,Bài kiểm tra bài 6 - hard,mod,,0
666,22,2,Bài kiểm tra bài 6 - medium,mod,,0
641,22,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 10,mod,,0
642,22,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 11,mod,,0
643,22,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 20,mod,,0
644,22,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 200,mod,,0
653,22,2,Trắc nghiệm bài 3 - easy,mod,,0
657,22,2,Trắc nghiệm bài 4 - easy,mod,,0
661,22,2,Trắc nghiệm bài 5 - easy,mod,,0
665,22,2,Trắc nghiệm bài 6 - easy,mod,,0
645,22,2,Video bài giảng bài 1,mod,,0
649,22,2,Video bài giảng bài 2,mod,,0
652,22,2,Video bài giảng bài 3,mod,,0
656,22,2,Video bài giảng bài 4,mod,,0
660,22,2,Video bài giảng bài 5,mod,,0
664,22,2,Video bài giảng bài 6,mod,,0
756,23,2,,course,,0
762,23,2,bài kiểm tra bài 1 - easy,mod,,0
764,23,2,bài kiểm tra bài 1 - hard,mod,,0
763,23,2,bài kiểm tra bài 1 - medium,mod,,0
755,23,2,bài kiểm tra bài 2 - easy,mod,,0
767,23,2,bài kiểm tra bài 2 - hard,mod,,0
766,23,2,bài kiểm tra bài 2 - medium,mod,,0
771,23,2,bài kiểm tra bài 3 - hard,mod,,0
770,23,2,bài kiểm tra bài 3 - medium,mod,,0
775,23,2,Bài kiểm tra bài 4 - hard,mod,,0
774,23,2,Bài kiểm tra bài 4 - medium,mod,,0
779,23,2,Bài kiểm tra bài 5 - hard,mod,,0
778,23,2,Bài kiểm tra bài 5 - medium,mod,,0
783,23,2,Bài kiểm tra bài 6 - hard,mod,,0
782,23,2,Bài kiểm tra bài 6 - medium,mod,,0
757,23,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 10,mod,,0
758,23,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 11,mod,,0
759,23,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 20,mod,,0
760,23,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 200,mod,,0
769,23,2,Trắc nghiệm bài 3 - easy,mod,,0
773,23,2,Trắc nghiệm bài 4 - easy,mod,,0
777,23,2,Trắc nghiệm bài 5 - easy,mod,,0
781,23,2,Trắc nghiệm bài 6 - easy,mod,,0
761,23,2,Video bài giảng bài 1,mod,,0
765,23,2,Video bài giảng bài 2,mod,,0
768,23,2,Video bài giảng bài 3,mod,,0
772,23,2,Video bài giảng bài 4,mod,,0
776,23,2,Video bài giảng bài 5,mod,,0
780,23,2,Video bài giảng bài 6,mod,,0
466,24,2,,course,,0
465,24,2,bài kiểm tra bài 1 - easy,mod,,0
473,24,2,bài kiểm tra bài 1 - hard,mod,,0
472,24,2,bài kiểm tra bài 1 - medium,mod,,0
475,24,2,bài kiểm tra bài 2 - easy,mod,,0
477,24,2,bài kiểm tra bài 2 - hard,mod,,0
476,24,2,bài kiểm tra bài 2 - medium,mod,,0
481,24,2,bài kiểm tra bài 3 - hard,mod,,0
480,24,2,bài kiểm tra bài 3 - medium,mod,,0
485,24,2,Bài kiểm tra bài 4 - hard,mod,,0
484,24,2,Bài kiểm tra bài 4 - medium,mod,,0
489,24,2,Bài kiểm tra bài 5 - hard,mod,,0
488,24,2,Bài kiểm tra bài 5 - medium,mod,,0
493,24,2,Bài kiểm tra bài 6 - hard,mod,,0
492,24,2,Bài kiểm tra bài 6 - medium,mod,,0
467,24,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 10,mod,,0
468,24,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 11,mod,,0
469,24,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 20,mod,,0
470,24,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 200,mod,,0
479,24,2,Trắc nghiệm bài 3 - easy,mod,,0
483,24,2,Trắc nghiệm bài 4 - easy,mod,,0
487,24,2,Trắc nghiệm bài 5 - easy,mod,,0
491,24,2,Trắc nghiệm bài 6 - easy,mod,,0
471,24,2,Video bài giảng bài 1,mod,,0
474,24,2,Video bài giảng bài 2,mod,,0
478,24,2,Video bài giảng bài 3,mod,,0
482,24,2,Video bài giảng bài 4,mod,,0
486,24,2,Video bài giảng bài 5,mod,,0
490,24,2,Video bài giảng bài 6,mod,,0
437,25,2,,course,,0
436,25,2,bài kiểm tra bài 1 - easy,mod,,0
444,25,2,bài kiểm tra bài 1 - hard,mod,,0
443,25,2,bài kiểm tra bài 1 - medium,mod,,0
446,25,2,bài kiểm tra bài 2 - easy,mod,,0
448,25,2,bài kiểm tra bài 2 - hard,mod,,0
447,25,2,bài kiểm tra bài 2 - medium,mod,,0
452,25,2,bài kiểm tra bài 3 - hard,mod,,0
451,25,2,bài kiểm tra bài 3 - medium,mod,,0
456,25,2,Bài kiểm tra bài 4 - hard,mod,,0
455,25,2,Bài kiểm tra bài 4 - medium,mod,,0
460,25,2,Bài kiểm tra bài 5 - hard,mod,,0
459,25,2,Bài kiểm tra bài 5 - medium,mod,,0
464,25,2,Bài kiểm tra bài 6 - hard,mod,,0
463,25,2,Bài kiểm tra bài 6 - medium,mod,,0
438,25,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 10,mod,,0
439,25,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 11,mod,,0
440,25,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 20,mod,,0
441,25,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 200,mod,,0
450,25,2,Trắc nghiệm bài 3 - easy,mod,,0
454,25,2,Trắc nghiệm bài 4 - easy,mod,,0
458,25,2,Trắc nghiệm bài 5 - easy,mod,,0
462,25,2,Trắc nghiệm bài 6 - easy,mod,,0
442,25,2,Video bài giảng bài 1,mod,,0
445,25,2,Video bài giảng bài 2,mod,,0
449,25,2,Video bài giảng bài 3,mod,,0
453,25,2,Video bài giảng bài 4,mod,,0
457,25,2,Video bài giảng bài 5,mod,,0
461,25,2,Video bài giảng bài 6,mod,,0
408,26,2,,course,,0
407,26,2,bài kiểm tra bài 1 - easy,mod,,0
415,26,2,bài kiểm tra bài 1 - hard,mod,,0
414,26,2,bài kiểm tra bài 1 - medium,mod,,0
417,26,2,bài kiểm tra bài 2 - easy,mod,,0
419,26,2,bài kiểm tra bài 2 - hard,mod,,0
418,26,2,bài kiểm tra bài 2 - medium,mod,,0
423,26,2,bài kiểm tra bài 3 - hard,mod,,0
422,26,2,bài kiểm tra bài 3 - medium,mod,,0
427,26,2,Bài kiểm tra bài 4 - hard,mod,,0
426,26,2,Bài kiểm tra bài 4 - medium,mod,,0
431,26,2,Bài kiểm tra bài 5 - hard,mod,,0
430,26,2,Bài kiểm tra bài 5 - medium,mod,,0
435,26,2,Bài kiểm tra bài 6 - hard,mod,,0
434,26,2,Bài kiểm tra bài 6 - medium,mod,,0
409,26,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 10,mod,,0
410,26,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 11,mod,,0
411,26,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 20,mod,,0
412,26,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 200,mod,,0
421,26,2,Trắc nghiệm bài 3 - easy,mod,,0
425,26,2,Trắc nghiệm bài 4 - easy,mod,,0
429,26,2,Trắc nghiệm bài 5 - easy,mod,,0
433,26,2,Trắc nghiệm bài 6 - easy,mod,,0
413,26,2,Video bài giảng bài 1,mod,,0
416,26,2,Video bài giảng bài 2,mod,,0
420,26,2,Video bài giảng bài 3,mod,,0
424,26,2,Video bài giảng bài 4,mod,,0
428,26,2,Video bài giảng bài 5,mod,,0
432,26,2,Video bài giảng bài 6,mod,,0
495,27,2,,course,,0
494,27,2,bài kiểm tra bài 1 - easy,mod,,0
502,27,2,bài kiểm tra bài 1 - hard,mod,,0
501,27,2,bài kiểm tra bài 1 - medium,mod,,0
504,27,2,bài kiểm tra bài 2 - easy,mod,,0
506,27,2,bài kiểm tra bài 2 - hard,mod,,0
505,27,2,bài kiểm tra bài 2 - medium,mod,,0
510,27,2,bài kiểm tra bài 3 - hard,mod,,0
509,27,2,bài kiểm tra bài 3 - medium,mod,,0
514,27,2,Bài kiểm tra bài 4 - hard,mod,,0
513,27,2,Bài kiểm tra bài 4 - medium,mod,,0
518,27,2,Bài kiểm tra bài 5 - hard,mod,,0
517,27,2,Bài kiểm tra bài 5 - medium,mod,,0
522,27,2,Bài kiểm tra bài 6 - hard,mod,,0
521,27,2,Bài kiểm tra bài 6 - medium,mod,,0
496,27,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 10,mod,,0
497,27,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 11,mod,,0
498,27,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 20,mod,,0
499,27,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 200,mod,,0
508,27,2,Trắc nghiệm bài 3 - easy,mod,,0
512,27,2,Trắc nghiệm bài 4 - easy,mod,,0
516,27,2,Trắc nghiệm bài 5 - easy,mod,,0
520,27,2,Trắc nghiệm bài 6 - easy,mod,,0
500,27,2,Video bài giảng bài 1,mod,,0
503,27,2,Video bài giảng bài 2,mod,,0
507,27,2,Video bài giảng bài 3,mod,,0
511,27,2,Video bài giảng bài 4,mod,,0
515,27,2,Video bài giảng bài 5,mod,,0
519,27,2,Video bài giảng bài 6,mod,,0
524,28,2,,course,,0
523,28,2,bài kiểm tra bài 1 - easy,mod,,0
531,28,2,bài kiểm tra bài 1 - hard,mod,,0
530,28,2,bài kiểm tra bài 1 - medium,mod,,0
533,28,2,bài kiểm tra bài 2 - easy,mod,,0
535,28,2,bài kiểm tra bài 2 - hard,mod,,0
534,28,2,bài kiểm tra bài 2 - medium,mod,,0
539,28,2,bài kiểm tra bài 3 - hard,mod,,0
538,28,2,bài kiểm tra bài 3 - medium,mod,,0
543,28,2,Bài kiểm tra bài 4 - hard,mod,,0
542,28,2,Bài kiểm tra bài 4 - medium,mod,,0
547,28,2,Bài kiểm tra bài 5 - hard,mod,,0
546,28,2,Bài kiểm tra bài 5 - medium,mod,,0
551,28,2,Bài kiểm tra bài 6 - hard,mod,,0
550,28,2,Bài kiểm tra bài 6 - medium,mod,,0
525,28,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 10,mod,,0
526,28,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 11,mod,,0
527,28,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 20,mod,,0
528,28,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 200,mod,,0
537,28,2,Trắc nghiệm bài 3 - easy,mod,,0
541,28,2,Trắc nghiệm bài 4 - easy,mod,,0
545,28,2,Trắc nghiệm bài 5 - easy,mod,,0
549,28,2,Trắc nghiệm bài 6 - easy,mod,,0
529,28,2,Video bài giảng bài 1,mod,,0
532,28,2,Video bài giảng bài 2,mod,,0
536,28,2,Video bài giảng bài 3,mod,,0
540,28,2,Video bài giảng bài 4,mod,,0
544,28,2,Video bài giảng bài 5,mod,,0
548,28,2,Video bài giảng bài 6,mod,,0
930,29,2,,course,,0
936,29,2,bài kiểm tra bài 1 - easy,mod,,0
938,29,2,bài kiểm tra bài 1 - hard,mod,,0
937,29,2,bài kiểm tra bài 1 - medium,mod,,0
940,29,2,bài kiểm tra bài 2 - easy,mod,,0
941,29,2,bài kiểm tra bài 2 - hard,mod,,0
929,29,2,bài kiểm tra bài 2 - medium,mod,,0
945,29,2,bài kiểm tra bài 3 - hard,mod,,0
944,29,2,bài kiểm tra bài 3 - medium,mod,,0
949,29,2,Bài kiểm tra bài 4 - hard,mod,,0
948,29,2,Bài kiểm tra bài 4 - medium,mod,,0
953,29,2,Bài kiểm tra bài 5 - hard,mod,,0
952,29,2,Bài kiểm tra bài 5 - medium,mod,,0
957,29,2,Bài kiểm tra bài 6 - hard,mod,,0
956,29,2,Bài kiểm tra bài 6 - medium,mod,,0
931,29,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 10,mod,,0
932,29,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 11,mod,,0
933,29,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 20,mod,,0
934,29,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 200,mod,,0
943,29,2,Trắc nghiệm bài 3 - easy,mod,,0
947,29,2,Trắc nghiệm bài 4 - easy,mod,,0
951,29,2,Trắc nghiệm bài 5 - easy,mod,,0
955,29,2,Trắc nghiệm bài 6 - easy,mod,,0
935,29,2,Video bài giảng bài 1,mod,,0
939,29,2,Video bài giảng bài 2,mod,,0
942,29,2,Video bài giảng bài 3,mod,,0
946,29,2,Video bài giảng bài 4,mod,,0
950,29,2,Video bài giảng bài 5,mod,,0
954,29,2,Video bài giảng bài 6,mod,,0
1191,30,2,,course,,0
1197,30,2,bài kiểm tra bài 1 - easy,mod,,0
1199,30,2,bài kiểm tra bài 1 - hard,mod,,0
1198,30,2,bài kiểm tra bài 1 - medium,mod,,0
1190,30,2,bài kiểm tra bài 2 - easy,mod,,0
1202,30,2,bài kiểm tra bài 2 - hard,mod,,0
1201,30,2,bài kiểm tra bài 2 - medium,mod,,0
1206,30,2,bài kiểm tra bài 3 - hard,mod,,0
1205,30,2,bài kiểm tra bài 3 - medium,mod,,0
1210,30,2,Bài kiểm tra bài 4 - hard,mod,,0
1209,30,2,Bài kiểm tra bài 4 - medium,mod,,0
1214,30,2,Bài kiểm tra bài 5 - hard,mod,,0
1213,30,2,Bài kiểm tra bài 5 - medium,mod,,0
1218,30,2,Bài kiểm tra bài 6 - hard,mod,,0
1217,30,2,Bài kiểm tra bài 6 - medium,mod,,0
1192,30,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 10,mod,,0
1193,30,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 11,mod,,0
1194,30,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 20,mod,,0
1195,30,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 200,mod,,0
1204,30,2,Trắc nghiệm bài 3 - easy,mod,,0
1208,30,2,Trắc nghiệm bài 4 - easy,mod,,0
1212,30,2,Trắc nghiệm bài 5 - easy,mod,,0
1216,30,2,Trắc nghiệm bài 6 - easy,mod,,0
1196,30,2,Video bài giảng bài 1,mod,,0
1200,30,2,Video bài giảng bài 2,mod,,0
1203,30,2,Video bài giảng bài 3,mod,,0
1207,30,2,Video bài giảng bài 4,mod,,0
1211,30,2,Video bài giảng bài 5,mod,,0
1215,30,2,Video bài giảng bài 6,mod,,0
1046,31,2,,course,,0
1052,31,2,bài kiểm tra bài 1 - easy,mod,,0
1054,31,2,bài kiểm tra bài 1 - hard,mod,,0
1053,31,2,bài kiểm tra bài 1 - medium,mod,,0
1045,31,2,bài kiểm tra bài 2 - easy,mod,,0
1057,31,2,bài kiểm tra bài 2 - hard,mod,,0
1056,31,2,bài kiểm tra bài 2 - medium,mod,,0
1061,31,2,bài kiểm tra bài 3 - hard,mod,,0
1060,31,2,bài kiểm tra bài 3 - medium,mod,,0
1065,31,2,Bài kiểm tra bài 4 - hard,mod,,0
1064,31,2,Bài kiểm tra bài 4 - medium,mod,,0
1069,31,2,Bài kiểm tra bài 5 - hard,mod,,0
1068,31,2,Bài kiểm tra bài 5 - medium,mod,,0
1073,31,2,Bài kiểm tra bài 6 - hard,mod,,0
1072,31,2,Bài kiểm tra bài 6 - medium,mod,,0
1047,31,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 10,mod,,0
1048,31,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 11,mod,,0
1049,31,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 20,mod,,0
1050,31,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 200,mod,,0
1059,31,2,Trắc nghiệm bài 3 - easy,mod,,0
1063,31,2,Trắc nghiệm bài 4 - easy,mod,,0
1067,31,2,Trắc nghiệm bài 5 - easy,mod,,0
1071,31,2,Trắc nghiệm bài 6 - easy,mod,,0
1051,31,2,Video bài giảng bài 1,mod,,0
1055,31,2,Video bài giảng bài 2,mod,,0
1058,31,2,Video bài giảng bài 3,mod,,0
1062,31,2,Video bài giảng bài 4,mod,,0
1066,31,2,Video bài giảng bài 5,mod,,0
1070,31,2,Video bài giảng bài 6,mod,,0
1249,32,2,,course,,0
1248,32,2,bài kiểm tra bài 1 - easy,mod,,0
1256,32,2,bài kiểm tra bài 1 - hard,mod,,0
1255,32,2,bài kiểm tra bài 1 - medium,mod,,0
1258,32,2,bài kiểm tra bài 2 - easy,mod,,0
1260,32,2,bài kiểm tra bài 2 - hard,mod,,0
1259,32,2,bài kiểm tra bài 2 - medium,mod,,0
1264,32,2,bài kiểm tra bài 3 - hard,mod,,0
1263,32,2,bài kiểm tra bài 3 - medium,mod,,0
1268,32,2,Bài kiểm tra bài 4 - hard,mod,,0
1267,32,2,Bài kiểm tra bài 4 - medium,mod,,0
1272,32,2,Bài kiểm tra bài 5 - hard,mod,,0
1271,32,2,Bài kiểm tra bài 5 - medium,mod,,0
1276,32,2,Bài kiểm tra bài 6 - hard,mod,,0
1275,32,2,Bài kiểm tra bài 6 - medium,mod,,0
1250,32,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 10,mod,,0
1251,32,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 11,mod,,0
1252,32,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 20,mod,,0
1253,32,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 200,mod,,0
1262,32,2,Trắc nghiệm bài 3 - easy,mod,,0
1266,32,2,Trắc nghiệm bài 4 - easy,mod,,0
1270,32,2,Trắc nghiệm bài 5 - easy,mod,,0
1274,32,2,Trắc nghiệm bài 6 - easy,mod,,0
1254,32,2,Video bài giảng bài 1,mod,,0
1257,32,2,Video bài giảng bài 2,mod,,0
1261,32,2,Video bài giảng bài 3,mod,,0
1265,32,2,Video bài giảng bài 4,mod,,0
1269,32,2,Video bài giảng bài 5,mod,,0
1273,32,2,Video bài giảng bài 6,mod,,0
1075,33,2,,course,,0
1081,33,2,bài kiểm tra bài 1 - easy,mod,,0
1083,33,2,bài kiểm tra bài 1 - hard,mod,,0
1082,33,2,bài kiểm tra bài 1 - medium,mod,,0
1074,33,2,bài kiểm tra bài 2 - easy,mod,,0
1086,33,2,bài kiểm tra bài 2 - hard,mod,,0
1085,33,2,bài kiểm tra bài 2 - medium,mod,,0
1090,33,2,bài kiểm tra bài 3 - hard,mod,,0
1089,33,2,bài kiểm tra bài 3 - medium,mod,,0
1094,33,2,Bài kiểm tra bài 4 - hard,mod,,0
1093,33,2,Bài kiểm tra bài 4 - medium,mod,,0
1098,33,2,Bài kiểm tra bài 5 - hard,mod,,0
1097,33,2,Bài kiểm tra bài 5 - medium,mod,,0
1102,33,2,Bài kiểm tra bài 6 - hard,mod,,0
1101,33,2,Bài kiểm tra bài 6 - medium,mod,,0
1076,33,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 10,mod,,0
1077,33,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 11,mod,,0
1078,33,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 20,mod,,0
1079,33,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 200,mod,,0
1088,33,2,Trắc nghiệm bài 3 - easy,mod,,0
1092,33,2,Trắc nghiệm bài 4 - easy,mod,,0
1096,33,2,Trắc nghiệm bài 5 - easy,mod,,0
1100,33,2,Trắc nghiệm bài 6 - easy,mod,,0
1080,33,2,Video bài giảng bài 1,mod,,0
1084,33,2,Video bài giảng bài 2,mod,,0
1087,33,2,Video bài giảng bài 3,mod,,0
1091,33,2,Video bài giảng bài 4,mod,,0
1095,33,2,Video bài giảng bài 5,mod,,0
1099,33,2,Video bài giảng bài 6,mod,,0
1104,34,2,,course,,0
1110,34,2,bài kiểm tra bài 1 - easy,mod,,0
1112,34,2,bài kiểm tra bài 1 - hard,mod,,0
1111,34,2,bài kiểm tra bài 1 - medium,mod,,0
1103,34,2,bài kiểm tra bài 2 - easy,mod,,0
1115,34,2,bài kiểm tra bài 2 - hard,mod,,0
1114,34,2,bài kiểm tra bài 2 - medium,mod,,0
1119,34,2,bài kiểm tra bài 3 - hard,mod,,0
1118,34,2,bài kiểm tra bài 3 - medium,mod,,0
1123,34,2,Bài kiểm tra bài 4 - hard,mod,,0
1122,34,2,Bài kiểm tra bài 4 - medium,mod,,0
1127,34,2,Bài kiểm tra bài 5 - hard,mod,,0
1126,34,2,Bài kiểm tra bài 5 - medium,mod,,0
1131,34,2,Bài kiểm tra bài 6 - hard,mod,,0
1130,34,2,Bài kiểm tra bài 6 - medium,mod,,0
1105,34,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 10,mod,,0
1106,34,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 11,mod,,0
1107,34,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 20,mod,,0
1108,34,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 200,mod,,0
1117,34,2,Trắc nghiệm bài 3 - easy,mod,,0
1121,34,2,Trắc nghiệm bài 4 - easy,mod,,0
1125,34,2,Trắc nghiệm bài 5 - easy,mod,,0
1129,34,2,Trắc nghiệm bài 6 - easy,mod,,0
1109,34,2,Video bài giảng bài 1,mod,,0
1113,34,2,Video bài giảng bài 2,mod,,0
1116,34,2,Video bài giảng bài 3,mod,,0
1120,34,2,Video bài giảng bài 4,mod,,0
1124,34,2,Video bài giảng bài 5,mod,,0
1128,34,2,Video bài giảng bài 6,mod,,0
1278,35,2,,course,,0
1277,35,2,bài kiểm tra bài 1 - easy,mod,,0
1285,35,2,bài kiểm tra bài 1 - hard,mod,,0
1284,35,2,bài kiểm tra bài 1 - medium,mod,,0
1287,35,2,bài kiểm tra bài 2 - easy,mod,,0
1289,35,2,bài kiểm tra bài 2 - hard,mod,,0
1288,35,2,bài kiểm tra bài 2 - medium,mod,,0
1293,35,2,bài kiểm tra bài 3 - hard,mod,,0
1292,35,2,bài kiểm tra bài 3 - medium,mod,,0
1297,35,2,Bài kiểm tra bài 4 - hard,mod,,0
1296,35,2,Bài kiểm tra bài 4 - medium,mod,,0
1301,35,2,Bài kiểm tra bài 5 - hard,mod,,0
1300,35,2,Bài kiểm tra bài 5 - medium,mod,,0
1305,35,2,Bài kiểm tra bài 6 - hard,mod,,0
1304,35,2,Bài kiểm tra bài 6 - medium,mod,,0
1279,35,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 10,mod,,0
1280,35,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 11,mod,,0
1281,35,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 20,mod,,0
1282,35,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 200,mod,,0
1291,35,2,Trắc nghiệm bài 3 - easy,mod,,0
1295,35,2,Trắc nghiệm bài 4 - easy,mod,,0
1299,35,2,Trắc nghiệm bài 5 - easy,mod,,0
1303,35,2,Trắc nghiệm bài 6 - easy,mod,,0
1283,35,2,Video bài giảng bài 1,mod,,0
1286,35,2,Video bài giảng bài 2,mod,,0
1290,35,2,Video bài giảng bài 3,mod,,0
1294,35,2,Video bài giảng bài 4,mod,,0
1298,35,2,Video bài giảng bài 5,mod,,0
1302,35,2,Video bài giảng bài 6,mod,,0
959,36,2,,course,,0
965,36,2,bài kiểm tra bài 1 - easy,mod,,0
967,36,2,bài kiểm tra bài 1 - hard,mod,,0
966,36,2,bài kiểm tra bài 1 - medium,mod,,0
969,36,2,bài kiểm tra bài 2 - easy,mod,,0
970,36,2,bài kiểm tra bài 2 - hard,mod,,0
958,36,2,bài kiểm tra bài 2 - medium,mod,,0
974,36,2,bài kiểm tra bài 3 - hard,mod,,0
973,36,2,bài kiểm tra bài 3 - medium,mod,,0
978,36,2,Bài kiểm tra bài 4 - hard,mod,,0
977,36,2,Bài kiểm tra bài 4 - medium,mod,,0
982,36,2,Bài kiểm tra bài 5 - hard,mod,,0
981,36,2,Bài kiểm tra bài 5 - medium,mod,,0
986,36,2,Bài kiểm tra bài 6 - hard,mod,,0
985,36,2,Bài kiểm tra bài 6 - medium,mod,,0
960,36,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 10,mod,,0
961,36,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 11,mod,,0
962,36,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 20,mod,,0
963,36,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 200,mod,,0
972,36,2,Trắc nghiệm bài 3 - easy,mod,,0
976,36,2,Trắc nghiệm bài 4 - easy,mod,,0
980,36,2,Trắc nghiệm bài 5 - easy,mod,,0
984,36,2,Trắc nghiệm bài 6 - easy,mod,,0
964,36,2,Video bài giảng bài 1,mod,,0
968,36,2,Video bài giảng bài 2,mod,,0
971,36,2,Video bài giảng bài 3,mod,,0
975,36,2,Video bài giảng bài 4,mod,,0
979,36,2,Video bài giảng bài 5,mod,,0
983,36,2,Video bài giảng bài 6,mod,,0
1307,37,2,,course,,0
1306,37,2,bài kiểm tra bài 1 - easy,mod,,0
1314,37,2,bài kiểm tra bài 1 - hard,mod,,0
1313,37,2,bài kiểm tra bài 1 - medium,mod,,0
